Responsible_actor;SUMleges;Case ID;label;Aanleg (Uitvoeren werk of werkzaamheid);Bouw;Brandveilig gebruik (melding);Brandveilig gebruik (vergunning);Flora en Fauna;Gebiedsbescherming;Handelen in strijd met regels RO;Inrit/Uitweg;Integraal;Kap;Milieu (melding);Milieu (neutraal wijziging);Milieu (omgevingsvergunning beperkte milieutoets);Milieu (vergunning);Monument;Reclame;Sloop;Activity;monitoringResource;question;org:resource;time:timestamp;timesincemidnight;month;weekday;hour;timesincelastevent;timesincecasestart;event_nr;open_cases
560429;432.24825999999996;3448516;regular;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;01_HOOFD_520;560429;EMPTY;1254625;2011-01-06 12:27:38;747;1;3;12;0.11666666666666667;103107.63333333333;54;89
560604;75.92058;3663865;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_015;560604;EMPTY;1254625;2011-01-06 14:39:40;879;1;3;14;939.6666666666666;2379.6666666666665;3;89
560604;75.92058;3663865;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_020;560604;False;1254625;2011-01-06 14:39:43;879;1;3;14;0.05;2379.7166666666667;4;89
560604;75.92058;3663865;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_030_1;560604;EMPTY;1254625;2011-01-06 14:43:50;883;1;3;14;4.116666666666666;2383.8333333333335;5;89
560600;0.0;3658387;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;05_EIND_020;560600;other;560600;2011-01-07 23:00:00;1380;1;4;23;3755.6833333333334;11520.0;4;89
560604;0.0;3682389;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_010;560613;EMPTY;560613;2011-01-08 23:00:00;1380;1;5;23;0.0;0.0;1;90
560600;118.9473;3490484;deviant;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_190_2;560600;EMPTY;560600;2011-01-09 23:00:00;1380;1;6;23;44640.0;86400.0;11;91
560600;459.5446;3676707;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_010;560600;EMPTY;560613;2011-01-09 23:00:00;1380;1;6;23;0.0;0.0;1;91
560600;118.9473;3490484;deviant;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_040;560600;False;560600;2011-01-10 09:40:37;580;1;0;9;640.6166666666667;87040.61666666667;12;91
560600;118.9473;3490484;deviant;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_060;560600;True;560600;2011-01-10 09:40:40;580;1;0;9;0.05;87040.66666666667;13;91
560600;118.9473;3490484;deviant;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_065_1;560600;EMPTY;560600;2011-01-10 09:49:27;589;1;0;9;8.783333333333333;87049.45;14;91
560600;118.9473;3490484;deviant;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_100;560600;EMPTY;560600;2011-01-10 09:50:42;590;1;0;9;1.25;87050.7;15;91
560600;118.9473;3490484;deviant;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_110;560600;EMPTY;560600;2011-01-10 09:50:46;590;1;0;9;0.06666666666666667;87050.76666666666;16;91
560600;118.9473;3490484;deviant;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_130;560600;False;560600;2011-01-10 09:50:56;590;1;0;9;0.16666666666666666;87050.93333333333;17;91
560600;118.9473;3490484;deviant;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_050;560600;True;560600;2011-01-10 09:51:01;591;1;0;9;0.08333333333333333;87051.01666666666;18;91
560600;118.9473;3490484;deviant;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;05_EIND_010;560600;False;560600;2011-01-10 09:51:09;591;1;0;9;0.13333333333333333;87051.15;19;91
560600;118.9473;3490484;deviant;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;06_VD_010;560600;False;560600;2011-01-10 09:51:16;591;1;0;9;0.11666666666666667;87051.26666666666;20;91
560600;118.9473;3490484;deviant;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_120;560600;EMPTY;560600;2011-01-10 09:51:29;591;1;0;9;0.21666666666666667;87051.48333333334;21;91
560600;118.9473;3490484;deviant;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_180;560600;True;560600;2011-01-10 09:51:34;591;1;0;9;0.08333333333333333;87051.56666666667;22;91
560600;118.9473;3490484;deviant;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_190_1;560600;EMPTY;560600;2011-01-10 09:51:38;591;1;0;9;0.06666666666666667;87051.63333333333;23;91
560600;118.9473;3490484;deviant;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_200;560600;False;560600;2011-01-10 09:51:51;591;1;0;9;0.21666666666666667;87051.85;24;91
560600;118.9473;3490484;deviant;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;08_AWB45_010;560600;42;560600;2011-01-10 09:51:55;591;1;0;9;0.06666666666666667;87051.91666666667;25;91
560600;118.9473;3490484;deviant;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;08_AWB45_020_1;560600;EMPTY;560600;2011-01-10 09:51:59;591;1;0;9;0.06666666666666667;87051.98333333334;26;91
560600;118.9473;3490484;deviant;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;08_AWB45_030;560600;True;560600;2011-01-10 09:52:10;592;1;0;9;0.18333333333333332;87052.16666666667;27;91
560600;118.9473;3490484;deviant;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;08_AWB45_170;560600;False;560600;2011-01-10 09:52:35;592;1;0;9;0.4166666666666667;87052.58333333333;28;91
560600;118.9473;3490484;deviant;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_130;560600;False;560600;2011-01-10 09:52:40;592;1;0;9;0.08333333333333333;87052.66666666667;29;91
560600;118.9473;3490484;deviant;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_110;560600;EMPTY;560600;2011-01-10 09:52:55;592;1;0;9;0.25;87052.91666666667;30;91
560600;118.9473;3490484;deviant;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_120;560600;EMPTY;560600;2011-01-10 09:52:58;592;1;0;9;0.05;87052.96666666666;31;91
560600;118.9473;3490484;deviant;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_180;560600;True;560600;2011-01-10 09:53:03;593;1;0;9;0.08333333333333333;87053.05;32;91
560600;118.9473;3490484;deviant;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_190_1;560600;EMPTY;560600;2011-01-10 09:53:08;593;1;0;9;0.08333333333333333;87053.13333333333;33;91
560600;118.9473;3490484;deviant;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_200;560600;True;560600;2011-01-10 09:53:21;593;1;0;9;0.0;87053.35;34;91
560600;118.9473;3490484;deviant;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_205;560600;EMPTY;560600;2011-01-10 09:53:21;593;1;0;9;0.21666666666666667;87053.35;35;91
560600;118.9473;3490484;deviant;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_270;560600;False;560600;2011-01-10 09:53:26;593;1;0;9;0.08333333333333333;87053.43333333333;36;91
560600;118.9473;3490484;deviant;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_250;560600;EMPTY;560600;2011-01-10 09:53:30;593;1;0;9;0.06666666666666667;87053.5;37;91
560600;118.9473;3490484;deviant;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_260;560600;EMPTY;560600;2011-01-10 09:53:33;593;1;0;9;0.05;87053.55;38;91
560600;118.9473;3490484;deviant;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;09_AH_I_010;560600;False;560600;2011-01-10 09:53:48;593;1;0;9;0.25;87053.8;39;91
560600;118.9473;3490484;deviant;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_375;560600;EMPTY;560600;2011-01-10 09:53:51;593;1;0;9;0.0;87053.85;40;91
560600;118.9473;3490484;deviant;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_370;560600;EMPTY;560600;2011-01-10 09:53:51;593;1;0;9;0.05;87053.85;41;91
560600;118.9473;3490484;deviant;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_380;560600;False;560600;2011-01-10 09:53:55;593;1;0;9;0.06666666666666667;87053.91666666667;42;91
560600;118.9473;3490484;deviant;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_430;560600;False;560600;2011-01-10 09:54:07;594;1;0;9;0.2;87054.11666666667;43;91
560600;118.9473;3490484;deviant;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_470;560600;False;560600;2011-01-10 09:54:14;594;1;0;9;0.11666666666666667;87054.23333333334;44;91
560600;118.9473;3490484;deviant;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_480;560600;False;560600;2011-01-10 09:54:17;594;1;0;9;0.0;87054.28333333334;45;91
560600;118.9473;3490484;deviant;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_490_1;560600;EMPTY;560600;2011-01-10 09:54:17;594;1;0;9;0.05;87054.28333333334;46;91
560600;118.9473;3490484;deviant;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_490_2;560600;EMPTY;560600;2011-01-10 09:54:51;594;1;0;9;0.5666666666666667;87054.85;47;91
560608;178.84245;3514757;deviant;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;08_AWB45_020_1;560608;EMPTY;560608;2011-01-10 14:37:30;877;1;0;14;38377.5;71497.5;23;91
560604;1009.5515;3486500;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_260;560604;EMPTY;560604;2011-01-10 14:47:17;887;1;0;14;8147.283333333334;88787.28333333334;25;91
560604;1009.5515;3486500;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;09_AH_I_010;560604;False;560604;2011-01-10 14:47:21;887;1;0;14;0.06666666666666667;88787.35;26;91
560604;1009.5515;3486500;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_375;560604;EMPTY;560604;2011-01-10 14:47:25;887;1;0;14;0.0;88787.41666666667;27;91
560604;1009.5515;3486500;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_370;560604;EMPTY;560604;2011-01-10 14:47:25;887;1;0;14;0.06666666666666667;88787.41666666667;28;91
560604;1009.5515;3486500;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_380;560604;False;560604;2011-01-10 14:47:28;887;1;0;14;0.05;88787.46666666666;29;91
560604;1009.5515;3486500;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_430;560604;False;560604;2011-01-10 14:47:32;887;1;0;14;0.06666666666666667;88787.53333333334;30;91
560604;1009.5515;3486500;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_470;560604;False;560604;2011-01-10 14:47:35;887;1;0;14;0.05;88787.58333333333;31;91
560604;1009.5515;3486500;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_480;560604;False;560604;2011-01-10 14:47:43;887;1;0;14;0.0;88787.71666666666;32;91
560604;1009.5515;3486500;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_490_1;560604;EMPTY;560604;2011-01-10 14:47:43;887;1;0;14;0.13333333333333333;88787.71666666666;33;91
560604;1009.5515;3486500;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_490_2;560604;EMPTY;560604;2011-01-10 14:48:03;888;1;0;14;0.3333333333333333;88788.05;34;91
560604;656.4947;3673477;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_030_2;560604;EMPTY;560602;2011-01-10 23:00:00;1380;1;0;23;7200.0;7200.0;2;93
560429;8157.5425;3682830;deviant;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;01_HOOFD_010;560613;EMPTY;560613;2011-01-10 23:00:00;1380;1;0;23;11520.0;11520.0;2;93
560600;210.75;3687963;regular;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_010;560602;EMPTY;560602;2011-01-10 23:00:00;1380;1;0;23;0.0;0.0;1;93
560596;21.2436;3689558;regular;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_010;560602;EMPTY;560602;2011-01-10 23:00:00;1380;1;0;23;0.0;0.0;1;93
560604;656.4947;3673477;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_015;560604;EMPTY;560602;2011-01-11 08:52:18;532;1;1;8;592.3;7792.3;3;93
560604;656.4947;3673477;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_020;560604;False;560602;2011-01-11 08:52:22;532;1;1;8;0.06666666666666667;7792.366666666667;4;93
560604;656.4947;3673477;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_030_1;560604;EMPTY;560602;2011-01-11 08:52:46;532;1;1;8;0.4;7792.766666666666;5;93
560604;1009.5515;3486500;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_500;560604;42;560602;2011-01-11 10:55:41;655;1;1;10;1207.6333333333334;89995.68333333333;35;93
560604;1009.5515;3486500;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_510_1;560604;EMPTY;560602;2011-01-11 10:55:51;655;1;1;10;0.16666666666666666;89995.85;36;93
560604;1009.5515;3486500;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_520;560604;EMPTY;560602;2011-01-11 10:56:04;656;1;1;10;0.21666666666666667;89996.06666666667;37;93
560600;459.5446;3676707;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_015;560600;EMPTY;560613;2011-01-11 15:18:58;918;1;1;15;2418.9666666666667;2418.9666666666667;2;93
560600;459.5446;3676707;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_020;560600;True;560613;2011-01-11 15:19:02;919;1;1;15;0.06666666666666667;2419.0333333333333;3;93
560604;335.13464;3504245;regular;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;01_HOOFD_190_2;560604;EMPTY;560604;2011-01-11 23:00:00;1380;1;1;23;0.0;80640.0;8;94
560604;335.13464;3504245;regular;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;01_HOOFD_490_3;560604;EMPTY;1254625;2011-01-11 23:00:00;1380;1;1;23;0.0;80640.0;9;94
560604;335.13464;3504245;regular;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;01_HOOFD_510_2;560604;EMPTY;1254625;2011-01-11 23:00:00;1380;1;1;23;0.0;80640.0;10;94
560604;335.13464;3504245;regular;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;01_HOOFD_100;560604;EMPTY;560604;2011-01-11 23:00:00;1380;1;1;23;0.0;80640.0;11;94
560604;335.13464;3504245;regular;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;01_HOOFD_065_2;560604;EMPTY;560604;2011-01-11 23:00:00;1380;1;1;23;49565.71666666667;80640.0;12;94
560604;118.9473;3506645;regular;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_530;560604;EMPTY;1254625;2011-01-11 23:00:00;1380;1;1;23;22332.333333333332;80640.0;43;94
560604;242.99475;3509444;regular;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_530;560604;EMPTY;1254625;2011-01-11 23:00:00;1380;1;1;23;22341.8;79200.0;38;94
560429;387.23206;3555963;regular;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;01_HOOFD_530;560429;EMPTY;1254625;2011-01-11 23:00:00;1380;1;1;23;22334.416666666668;59040.0;40;94
560600;118.9473;3585493;regular;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_530;560600;EMPTY;1254625;2011-01-11 23:00:00;1380;1;1;23;22339.683333333334;43200.0;40;94
560604;779.96045;3620744;regular;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;01_HOOFD_100;560604;EMPTY;560429;2011-01-11 23:00:00;1380;1;1;23;0.0;31680.0;4;94
560604;779.96045;3620744;regular;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;01_HOOFD_190_2;560604;EMPTY;560429;2011-01-11 23:00:00;1380;1;1;23;0.0;31680.0;5;94
560604;779.96045;3620744;regular;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;01_HOOFD_065_2;560604;EMPTY;560429;2011-01-11 23:00:00;1380;1;1;23;29550.483333333334;31680.0;6;94
560604;4265.58;3657681;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_100;560604;EMPTY;560429;2011-01-11 23:00:00;1380;1;1;23;9243.533333333333;28800.0;6;94
560600;459.5446;3676707;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_065_2;560600;EMPTY;560600;2011-01-11 23:00:00;1380;1;1;23;0.0;2880.0;4;94
560600;459.5446;3676707;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_190_2;560600;EMPTY;560600;2011-01-11 23:00:00;1380;1;1;23;0.0;2880.0;5;94
560600;459.5446;3676707;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_100;560600;EMPTY;560600;2011-01-11 23:00:00;1380;1;1;23;460.96666666666664;2880.0;6;94
560604;555.9669;3690929;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_010;560613;EMPTY;560613;2011-01-11 23:00:00;1380;1;1;23;0.0;0.0;1;94
560600;265.2921;3695023;regular;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_010;560600;EMPTY;560600;2011-01-11 23:00:00;1380;1;1;23;0.0;0.0;1;94
560596;16.86;3589696;regular;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_100;560596;EMPTY;560596;2011-01-12 09:21:34;561;1;2;9;30861.566666666666;48141.566666666666;10;94
560596;16.86;3589696;regular;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_110;560596;EMPTY;560596;2011-01-12 09:24:11;564;1;2;9;2.6166666666666667;48144.183333333334;11;94
560596;16.86;3589696;regular;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_130;560596;False;560596;2011-01-12 09:24:36;564;1;2;9;0.4166666666666667;48144.6;12;94
560596;16.86;3589696;regular;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_050;560596;True;560596;2011-01-12 09:24:45;564;1;2;9;0.15;48144.75;13;94
560596;16.86;3589696;regular;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;05_EIND_010;560596;False;560596;2011-01-12 09:24:50;564;1;2;9;0.08333333333333333;48144.833333333336;14;94
560596;16.86;3589696;regular;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;06_VD_010;560596;False;560596;2011-01-12 09:24:56;564;1;2;9;0.1;48144.933333333334;15;94
560596;16.86;3589696;regular;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_120;560596;EMPTY;560596;2011-01-12 09:25:01;565;1;2;9;0.08333333333333333;48145.01666666667;16;94
560596;16.86;3589696;regular;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_180;560596;True;560596;2011-01-12 09:25:06;565;1;2;9;0.08333333333333333;48145.1;17;94
560596;16.86;3589696;regular;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_190_1;560596;EMPTY;560596;2011-01-12 09:25:14;565;1;2;9;0.13333333333333333;48145.23333333333;18;94
560596;16.86;3589696;regular;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_200;560596;True;560596;2011-01-12 09:25:53;565;1;2;9;0.0;48145.88333333333;19;94
560596;16.86;3589696;regular;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_205;560596;EMPTY;560596;2011-01-12 09:25:53;565;1;2;9;0.65;48145.88333333333;20;94
560596;16.86;3589696;regular;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_270;560596;False;560596;2011-01-12 09:26:02;566;1;2;9;0.15;48146.03333333333;21;94
560596;16.86;3589696;regular;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_250;560596;EMPTY;560596;2011-01-12 09:26:25;566;1;2;9;0.38333333333333336;48146.416666666664;22;94
560596;16.86;3589696;regular;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_260;560596;EMPTY;560596;2011-01-12 09:26:28;566;1;2;9;0.05;48146.46666666667;23;94
560596;16.86;3589696;regular;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;09_AH_I_010;560596;False;560596;2011-01-12 09:26:41;566;1;2;9;0.21666666666666667;48146.683333333334;24;94
560596;16.86;3589696;regular;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_370;560596;EMPTY;560596;2011-01-12 09:26:43;566;1;2;9;0.0;48146.71666666667;25;94
560596;16.86;3589696;regular;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_375;560596;EMPTY;560596;2011-01-12 09:26:43;566;1;2;9;0.03333333333333333;48146.71666666667;26;94
560596;16.86;3589696;regular;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_380;560596;False;560596;2011-01-12 09:26:49;566;1;2;9;0.1;48146.816666666666;27;94
560596;16.86;3589696;regular;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_430;560596;False;560596;2011-01-12 09:26:55;566;1;2;9;0.1;48146.916666666664;28;94
560596;16.86;3589696;regular;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_470;560596;False;560596;2011-01-12 09:27:00;567;1;2;9;0.08333333333333333;48147.0;29;94
560596;16.86;3589696;regular;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_480;560596;False;560596;2011-01-12 09:27:04;567;1;2;9;0.0;48147.066666666666;30;94
560596;16.86;3589696;regular;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_490_1;560596;EMPTY;560596;2011-01-12 09:27:04;567;1;2;9;0.06666666666666667;48147.066666666666;31;94
560596;16.86;3589696;regular;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_490_2;560596;EMPTY;560596;2011-01-12 09:27:38;567;1;2;9;0.5666666666666667;48147.63333333333;32;94
560600;459.5446;3676707;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_040;560600;False;560600;2011-01-12 10:28:33;628;1;2;10;688.55;3568.55;7;94
560600;459.5446;3676707;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_060;560600;True;560600;2011-01-12 10:28:46;628;1;2;10;0.21666666666666667;3568.766666666667;8;94
560600;459.5446;3676707;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_065_1;560600;EMPTY;560600;2011-01-12 10:28:50;628;1;2;10;0.06666666666666667;3568.8333333333335;9;94
560600;459.5446;3676707;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_100;560600;EMPTY;560600;2011-01-12 10:28:59;628;1;2;10;0.15;3568.983333333333;10;94
560600;459.5446;3676707;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_110;560600;EMPTY;560600;2011-01-12 10:29:03;629;1;2;10;0.06666666666666667;3569.05;11;94
560600;459.5446;3676707;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_130;560600;False;560600;2011-01-12 10:30:27;630;1;2;10;1.4;3570.45;12;94
560600;459.5446;3676707;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_050;560600;True;560600;2011-01-12 10:30:32;630;1;2;10;0.08333333333333333;3570.5333333333333;13;94
560600;459.5446;3676707;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;05_EIND_010;560600;False;560600;2011-01-12 10:30:38;630;1;2;10;0.1;3570.633333333333;14;94
560600;459.5446;3676707;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;06_VD_010;560600;False;560600;2011-01-12 10:30:44;630;1;2;10;0.1;3570.733333333333;15;94
560600;459.5446;3676707;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_120;560600;EMPTY;560600;2011-01-12 10:30:53;630;1;2;10;0.15;3570.883333333333;16;94
560600;459.5446;3676707;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_180;560600;True;560600;2011-01-12 10:31:24;631;1;2;10;0.5166666666666667;3571.4;17;94
560600;459.5446;3676707;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_190_1;560600;EMPTY;560600;2011-01-12 10:31:26;631;1;2;10;0.03333333333333333;3571.4333333333334;18;94
560600;459.5446;3676707;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_200;560600;True;560600;2011-01-12 10:31:40;631;1;2;10;0.0;3571.6666666666665;19;94
560600;459.5446;3676707;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_205;560600;EMPTY;560600;2011-01-12 10:31:40;631;1;2;10;0.23333333333333334;3571.6666666666665;20;94
560600;459.5446;3676707;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_250;560600;EMPTY;560600;2011-01-12 10:31:43;631;1;2;10;0.05;3571.7166666666667;21;94
560600;459.5446;3676707;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_270;560600;False;560600;2011-01-12 10:31:53;631;1;2;10;0.16666666666666666;3571.883333333333;22;94
560600;459.5446;3676707;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_260;560600;EMPTY;560600;2011-01-12 10:31:56;631;1;2;10;0.05;3571.9333333333334;23;94
560600;459.5446;3676707;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;09_AH_I_010;560600;False;560600;2011-01-12 10:32:07;632;1;2;10;0.18333333333333332;3572.116666666667;24;94
