Responsible_actor;SUMleges;Case ID;label;Aanleg (Uitvoeren werk of werkzaamheid);Bouw;Brandveilig gebruik (melding);Brandveilig gebruik (vergunning);Gebiedsbescherming;Handelen in strijd met regels RO;Inrit/Uitweg;Kap;Milieu (melding);Milieu (neutraal wijziging);Milieu (omgevingsvergunning beperkte milieutoets);Milieu (vergunning);Monument;Reclame;Sloop;Activity;monitoringResource;question;org:resource;time:timestamp;timesincemidnight;month;weekday;hour;timesincelastevent;timesincecasestart;event_nr;open_cases
560458;0.0;3520253;deviant;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_200;560458;False;560458;2011-05-02 07:40:51;460;5;0;7;0.05;261160.85;31;85
560458;0.0;3520253;deviant;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;08_AWB45_010;560458;42;560458;2011-05-02 07:40:53;460;5;0;7;0.03333333333333333;261160.88333333333;32;85
560458;0.0;3520253;deviant;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;08_AWB45_020_1;560458;EMPTY;560458;2011-05-02 07:40:54;460;5;0;7;0.016666666666666666;261160.9;33;85
560458;0.0;3520253;deviant;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;08_AWB45_030;560458;True;560458;2011-05-02 07:41:01;461;5;0;7;0.11666666666666667;261161.01666666666;34;85
560458;0.0;3520253;deviant;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_130;560458;False;560458;2011-05-02 07:41:19;461;5;0;7;0.3;261161.31666666668;35;85
560458;0.0;3520253;deviant;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_110;560458;EMPTY;560458;2011-05-02 07:41:22;461;5;0;7;0.05;261161.36666666667;36;85
560458;0.0;3520253;deviant;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_120;560458;EMPTY;560458;2011-05-02 07:41:23;461;5;0;7;0.016666666666666666;261161.38333333333;37;85
560458;0.0;3520253;deviant;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_180;560458;False;560458;2011-05-02 07:41:25;461;5;0;7;0.03333333333333333;261161.41666666666;38;85
560458;0.0;3520253;deviant;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_200;560458;True;560458;2011-05-02 07:41:27;461;5;0;7;0.0;261161.45;39;85
560458;0.0;3520253;deviant;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_205;560458;EMPTY;560458;2011-05-02 07:41:27;461;5;0;7;0.03333333333333333;261161.45;40;85
560458;0.0;3520253;deviant;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_205;560458;False;560458;2011-05-02 07:41:29;461;5;0;7;0.03333333333333333;261161.48333333334;41;85
560458;0.0;3520253;deviant;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_270;560458;False;560458;2011-05-02 07:41:31;461;5;0;7;0.03333333333333333;261161.51666666666;42;85
560458;0.0;3520253;deviant;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_250;560458;EMPTY;560458;2011-05-02 07:41:33;461;5;0;7;0.03333333333333333;261161.55;43;85
560458;0.0;3520253;deviant;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_260;560458;EMPTY;560458;2011-05-02 07:41:34;461;5;0;7;0.016666666666666666;261161.56666666668;44;85
560458;0.0;3520253;deviant;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_330;560458;False;560458;2011-05-02 07:41:37;461;5;0;7;0.05;261161.61666666667;45;85
560458;0.0;3520253;deviant;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;09_AH_I_010;560458;False;560458;2011-05-02 07:41:38;461;5;0;7;0.016666666666666666;261161.63333333333;46;85
560458;0.0;3520253;deviant;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_375;560458;EMPTY;560458;2011-05-02 07:41:40;461;5;0;7;0.0;261161.66666666666;47;85
560458;0.0;3520253;deviant;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_370;560458;EMPTY;560458;2011-05-02 07:41:40;461;5;0;7;0.03333333333333333;261161.66666666666;48;85
560458;0.0;3520253;deviant;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_380;560458;False;560458;2011-05-02 07:41:41;461;5;0;7;0.0;261161.68333333332;49;85
560458;0.0;3520253;deviant;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_440_1;560458;EMPTY;560458;2011-05-02 07:41:41;461;5;0;7;0.016666666666666666;261161.68333333332;50;85
560458;0.0;3520253;deviant;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_445;560458;EMPTY;560458;2011-05-02 07:41:44;461;5;0;7;0.0;261161.73333333334;51;85
560458;0.0;3520253;deviant;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_440_2;560458;EMPTY;560458;2011-05-02 07:41:44;461;5;0;7;0.05;261161.73333333334;52;85
560458;0.0;3520253;deviant;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_451;560458;True;560458;2011-05-02 07:41:56;461;5;0;7;0.2;261161.93333333332;53;85
560458;0.0;3520253;deviant;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_455;560458;False;560458;2011-05-02 07:41:58;461;5;0;7;0.03333333333333333;261161.96666666667;54;85
560458;0.0;3520253;deviant;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_465;560458;EMPTY;560458;2011-05-02 07:42:05;462;5;0;7;0.11666666666666667;261162.08333333334;55;85
560458;0.0;3520253;deviant;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;10_UOV_010;560458;True;560458;2011-05-02 07:42:07;462;5;0;7;0.03333333333333333;261162.11666666667;56;85
560458;0.0;3520253;deviant;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;10_UOV_045;560458;EMPTY;560458;2011-05-02 07:42:26;462;5;0;7;0.0;261162.43333333332;57;85
560458;0.0;3520253;deviant;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;10_UOV_040;560458;EMPTY;560458;2011-05-02 07:42:26;462;5;0;7;0.31666666666666665;261162.43333333332;58;85
560458;0.0;3520253;deviant;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;10_UOV_050_1;560458;EMPTY;560458;2011-05-02 07:42:27;462;5;0;7;0.016666666666666666;261162.45;59;85
560458;5353.5557;3592192;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_015;560458;EMPTY;560458;2011-05-02 08:08:28;488;5;0;8;608.4666666666667;176228.46666666667;9;85
560458;5353.5557;3592192;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_020;560458;True;560458;2011-05-02 08:08:34;488;5;0;8;0.1;176228.56666666668;10;85
560458;5353.5557;3592192;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_030_1;560458;EMPTY;560458;2011-05-02 08:08:35;488;5;0;8;0.016666666666666666;176228.58333333334;11;85
560458;5353.5557;3592192;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_040;560458;False;560458;2011-05-02 08:08:40;488;5;0;8;0.08333333333333333;176228.66666666666;12;85
560458;5353.5557;3592192;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_060;560458;True;560458;2011-05-02 08:08:42;488;5;0;8;0.03333333333333333;176228.7;13;85
560458;5353.5557;3592192;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_065_1;560458;EMPTY;560458;2011-05-02 08:08:43;488;5;0;8;0.016666666666666666;176228.71666666667;14;85
560458;5353.5557;3592192;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_540;560458;False;560458;2011-05-02 08:08:49;488;5;0;8;0.1;176228.81666666668;15;85
560458;5353.5557;3592192;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_130;560458;False;560458;2011-05-02 08:08:51;488;5;0;8;0.03333333333333333;176228.85;16;85
560458;5353.5557;3592192;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_110;560458;EMPTY;560458;2011-05-02 08:08:52;488;5;0;8;0.016666666666666666;176228.86666666667;17;85
560458;5353.5557;3592192;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_120;560458;EMPTY;560458;2011-05-02 08:08:53;488;5;0;8;0.016666666666666666;176228.88333333333;18;85
560458;5353.5557;3592192;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_180;560458;False;560458;2011-05-02 08:08:55;488;5;0;8;0.03333333333333333;176228.91666666666;19;85
560458;5353.5557;3592192;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_200;560458;True;560458;2011-05-02 08:08:57;488;5;0;8;0.0;176228.95;20;85
560458;5353.5557;3592192;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_205;560458;EMPTY;560458;2011-05-02 08:08:57;488;5;0;8;0.03333333333333333;176228.95;21;85
560458;5353.5557;3592192;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_205;560458;False;560458;2011-05-02 08:08:59;488;5;0;8;0.03333333333333333;176228.98333333334;22;85
560458;5353.5557;3592192;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;05_EIND_010;560458;False;560458;2011-05-02 08:09:02;489;5;0;8;0.05;176229.03333333333;23;85
560458;5353.5557;3592192;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_050;560458;True;560458;2011-05-02 08:09:03;489;5;0;8;0.016666666666666666;176229.05;24;85
560458;5353.5557;3592192;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_100;560458;EMPTY;560458;2011-05-02 08:09:09;489;5;0;8;0.1;176229.15;25;85
560458;5353.5557;3592192;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_270;560458;False;560458;2011-05-02 08:09:20;489;5;0;8;0.18333333333333332;176229.33333333334;26;85
560458;5353.5557;3592192;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_250;560458;EMPTY;560458;2011-05-02 08:09:22;489;5;0;8;0.03333333333333333;176229.36666666667;27;85
560458;5353.5557;3592192;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_260;560458;EMPTY;560458;2011-05-02 08:09:23;489;5;0;8;0.016666666666666666;176229.38333333333;28;85
560458;5353.5557;3592192;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_330;560458;False;560458;2011-05-02 08:09:26;489;5;0;8;0.05;176229.43333333332;29;85
560458;5353.5557;3592192;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;09_AH_I_010;560458;False;560458;2011-05-02 08:09:27;489;5;0;8;0.016666666666666666;176229.45;30;85
560458;5353.5557;3592192;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_375;560458;EMPTY;560458;2011-05-02 08:09:28;489;5;0;8;0.0;176229.46666666667;31;85
560458;5353.5557;3592192;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_370;560458;EMPTY;560458;2011-05-02 08:09:28;489;5;0;8;0.016666666666666666;176229.46666666667;32;85
560458;5353.5557;3592192;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_380;560458;False;560458;2011-05-02 08:09:31;489;5;0;8;0.05;176229.51666666666;33;85
560458;5353.5557;3592192;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_430;560458;False;560458;2011-05-02 08:09:34;489;5;0;8;0.05;176229.56666666668;34;85
560458;5353.5557;3592192;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_470;560458;False;560458;2011-05-02 08:09:37;489;5;0;8;0.05;176229.61666666667;35;85
560458;5353.5557;3592192;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;06_VD_010;560458;True;560458;2011-05-02 08:09:44;489;5;0;8;0.11666666666666667;176229.73333333334;36;85
560458;5353.5557;3592192;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;06_VD_020;560458;42;560458;2011-05-02 08:09:47;489;5;0;8;0.0;176229.78333333333;37;85
560458;5353.5557;3592192;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;06_VD_030_1;560458;EMPTY;560458;2011-05-02 08:09:47;489;5;0;8;0.05;176229.78333333333;38;85
560458;5353.5557;3592192;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;06_VD_030_3;560458;EMPTY;560458;2011-05-02 08:09:57;489;5;0;8;0.16666666666666666;176229.95;39;85
560458;5353.5557;3592192;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;06_VD_060;560458;EMPTY;560458;2011-05-02 08:09:59;489;5;0;8;0.03333333333333333;176229.98333333334;40;85
560458;5353.5557;3592192;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_480;560458;True;560458;2011-05-02 08:10:11;490;5;0;8;0.0;176230.18333333332;41;85
560458;5353.5557;3592192;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_490_1;560458;EMPTY;560458;2011-05-02 08:10:11;490;5;0;8;0.2;176230.18333333332;42;85
560458;5353.5557;3592192;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_490_2;560458;EMPTY;560458;2011-05-02 08:10:19;490;5;0;8;0.13333333333333333;176230.31666666668;43;85
560458;5353.5557;3592192;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_510_1;560458;EMPTY;560458;2011-05-02 08:10:24;490;5;0;8;0.08333333333333333;176230.4;44;85
560458;4355.655;3729690;regular;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;01_HOOFD_065_1;560458;EMPTY;560458;2011-05-02 08:27:41;507;5;0;8;105687.68333333333;115767.68333333333;10;85
560458;4355.655;3729690;regular;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;01_HOOFD_540;560458;False;560458;2011-05-02 08:27:44;507;5;0;8;0.05;115767.73333333334;11;85
560458;4355.655;3729690;regular;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;01_HOOFD_130;560458;False;560458;2011-05-02 08:27:46;507;5;0;8;0.03333333333333333;115767.76666666666;12;85
560458;4355.655;3729690;regular;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;01_HOOFD_110;560458;EMPTY;560458;2011-05-02 08:27:47;507;5;0;8;0.016666666666666666;115767.78333333334;13;85
560458;4355.655;3729690;regular;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;01_HOOFD_120;560458;EMPTY;560458;2011-05-02 08:27:48;507;5;0;8;0.016666666666666666;115767.8;14;85
560458;4355.655;3729690;regular;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;01_HOOFD_180;560458;False;560458;2011-05-02 08:27:49;507;5;0;8;0.016666666666666666;115767.81666666667;15;85
560458;4355.655;3729690;regular;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;01_HOOFD_050;560458;True;560458;2011-05-02 08:27:51;507;5;0;8;0.03333333333333333;115767.85;16;85
560458;4355.655;3729690;regular;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;05_EIND_010;560458;False;560458;2011-05-02 08:27:52;507;5;0;8;0.016666666666666666;115767.86666666667;17;85
560458;4355.655;3729690;regular;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;01_HOOFD_200;560458;True;560458;2011-05-02 08:27:55;507;5;0;8;0.0;115767.91666666667;18;85
560458;4355.655;3729690;regular;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;01_HOOFD_205;560458;EMPTY;560458;2011-05-02 08:27:55;507;5;0;8;0.05;115767.91666666667;19;85
560458;4355.655;3729690;regular;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;01_HOOFD_205;560458;False;560458;2011-05-02 08:27:56;507;5;0;8;0.016666666666666666;115767.93333333333;20;85
560458;4355.655;3729690;regular;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;06_VD_010;560458;False;560458;2011-05-02 08:28:08;508;5;0;8;0.2;115768.13333333333;21;85
560458;4355.655;3729690;regular;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;01_HOOFD_100;560458;EMPTY;560458;2011-05-02 08:28:12;508;5;0;8;0.06666666666666667;115768.2;22;85
560458;4355.655;3729690;regular;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;01_HOOFD_270;560458;False;560458;2011-05-02 08:28:20;508;5;0;8;0.13333333333333333;115768.33333333333;23;85
560458;4355.655;3729690;regular;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;01_HOOFD_250;560458;EMPTY;560458;2011-05-02 08:28:22;508;5;0;8;0.03333333333333333;115768.36666666667;24;85
560458;4355.655;3729690;regular;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;01_HOOFD_260;560458;EMPTY;560458;2011-05-02 08:28:23;508;5;0;8;0.016666666666666666;115768.38333333333;25;85
560458;4355.655;3729690;regular;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;01_HOOFD_330;560458;False;560458;2011-05-02 08:28:27;508;5;0;8;0.06666666666666667;115768.45;26;85
560458;4355.655;3729690;regular;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;09_AH_I_010;560458;False;560458;2011-05-02 08:28:28;508;5;0;8;0.016666666666666666;115768.46666666666;27;85
560458;4355.655;3729690;regular;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;01_HOOFD_375;560458;EMPTY;560458;2011-05-02 08:28:29;508;5;0;8;0.0;115768.48333333334;28;85
560458;4355.655;3729690;regular;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;01_HOOFD_370;560458;EMPTY;560458;2011-05-02 08:28:29;508;5;0;8;0.016666666666666666;115768.48333333334;29;85
560458;4355.655;3729690;regular;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;01_HOOFD_380;560458;False;560458;2011-05-02 08:28:30;508;5;0;8;0.016666666666666666;115768.5;30;85
560458;4355.655;3729690;regular;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;01_HOOFD_430;560458;False;560458;2011-05-02 08:28:32;508;5;0;8;0.03333333333333333;115768.53333333334;31;85
560458;4355.655;3729690;regular;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;01_HOOFD_470;560458;False;560458;2011-05-02 08:28:35;508;5;0;8;0.05;115768.58333333333;32;85
560458;4355.655;3729690;regular;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;01_HOOFD_480;560458;True;560458;2011-05-02 08:28:37;508;5;0;8;0.0;115768.61666666667;33;85
560458;4355.655;3729690;regular;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;01_HOOFD_490_1;560458;EMPTY;560458;2011-05-02 08:28:37;508;5;0;8;0.03333333333333333;115768.61666666667;34;85
560458;4355.655;3729690;regular;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;01_HOOFD_490_2;560458;EMPTY;560458;2011-05-02 08:34:15;514;5;0;8;5.633333333333334;115774.25;35;85
560458;404.64;3780914;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_BB_540;560458;False;560458;2011-05-02 09:19:25;559;5;0;9;0.0;99979.41666666667;42;85
560458;404.64;3780914;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_BB_770;560458;EMPTY;560458;2011-05-02 09:19:25;559;5;0;9;679.4166666666666;99979.41666666667;43;85
560458;404.64;3780914;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_790;560458;EMPTY;560458;2011-05-02 09:19:35;559;5;0;9;0.16666666666666666;99979.58333333333;44;84
560458;1122.876;3780024;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;06_VD_030_3;560458;EMPTY;560458;2011-05-02 09:20:53;560;5;0;9;26600.883333333335;99980.88333333333;23;84
560458;1122.876;3780024;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;06_VD_060;560458;EMPTY;560458;2011-05-02 09:20:56;560;5;0;9;0.05;99980.93333333333;24;84
560458;1122.876;3780024;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_180;560458;False;560458;2011-05-02 09:21:04;561;5;0;9;0.13333333333333333;99981.06666666667;25;84
560458;1122.876;3780024;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_200;560458;True;560458;2011-05-02 09:21:05;561;5;0;9;0.0;99981.08333333333;26;84
560458;1122.876;3780024;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_205;560458;EMPTY;560458;2011-05-02 09:21:05;561;5;0;9;0.016666666666666666;99981.08333333333;27;84
560458;1122.876;3780024;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_205;560458;False;560458;2011-05-02 09:21:06;561;5;0;9;0.016666666666666666;99981.1;28;84
560458;1122.876;3780024;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_270;560458;False;560458;2011-05-02 09:21:40;561;5;0;9;0.5666666666666667;99981.66666666667;29;84
560458;1122.876;3780024;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_250;560458;EMPTY;560458;2011-05-02 09:21:42;561;5;0;9;0.03333333333333333;99981.7;30;84
560458;1122.876;3780024;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_260;560458;EMPTY;560458;2011-05-02 09:21:43;561;5;0;9;0.016666666666666666;99981.71666666666;31;84
560458;1122.876;3780024;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_330;560458;False;560458;2011-05-02 09:21:46;561;5;0;9;0.05;99981.76666666666;32;84
560458;1122.876;3780024;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;09_AH_I_010;560458;False;560458;2011-05-02 09:21:48;561;5;0;9;0.0;99981.8;33;84
560458;1122.876;3780024;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_370;560458;EMPTY;560458;2011-05-02 09:21:48;561;5;0;9;0.03333333333333333;99981.8;34;84
560458;1122.876;3780024;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_375;560458;EMPTY;560458;2011-05-02 09:21:49;561;5;0;9;0.016666666666666666;99981.81666666667;35;84
560458;1122.876;3780024;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_380;560458;False;560458;2011-05-02 09:21:50;561;5;0;9;0.016666666666666666;99981.83333333333;36;84
560458;1122.876;3780024;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_430;560458;False;560458;2011-05-02 09:21:53;561;5;0;9;0.05;99981.88333333333;37;84
560458;1122.876;3780024;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_470;560458;False;560458;2011-05-02 09:21:55;561;5;0;9;0.03333333333333333;99981.91666666667;38;84
560458;1122.876;3780024;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_480;560458;False;560458;2011-05-02 09:21:57;561;5;0;9;0.0;99981.95;39;84
560458;1122.876;3780024;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_490_1;560458;EMPTY;560458;2011-05-02 09:21:57;561;5;0;9;0.03333333333333333;99981.95;40;84
560458;5353.5557;3592192;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_520;560458;EMPTY;560532;2011-05-02 09:59:05;599;5;0;9;108.68333333333334;176339.08333333334;45;84
560458;192.75195;3874234;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;01_HOOFD_180;560530;False;560458;2011-05-02 10:22:07;622;5;0;10;15142.116666666667;61162.11666666667;20;84
560458;192.75195;3874234;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;06_VD_010;560530;False;560458;2011-05-02 10:22:12;622;5;0;10;0.08333333333333333;61162.2;21;84
560458;192.75195;3874234;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;01_HOOFD_540;560530;False;560458;2011-05-02 10:22:15;622;5;0;10;0.05;61162.25;22;84
560458;192.75195;3874234;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;01_HOOFD_200;560458;True;560458;2011-05-02 10:22:47;622;5;0;10;0.0;61162.78333333333;23;84
560458;192.75195;3874234;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;01_HOOFD_205;560458;EMPTY;560458;2011-05-02 10:22:47;622;5;0;10;0.5333333333333333;61162.78333333333;24;84
560458;192.75195;3874234;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;01_HOOFD_205;560458;False;560458;2011-05-02 10:23:14;623;5;0;10;0.45;61163.23333333333;25;84
560458;192.75195;3874234;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;01_HOOFD_270;560458;False;560458;2011-05-02 10:23:16;623;5;0;10;0.03333333333333333;61163.26666666667;26;84
560458;192.75195;3874234;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;01_HOOFD_250;560458;EMPTY;560458;2011-05-02 10:23:20;623;5;0;10;0.0;61163.333333333336;27;84
560458;192.75195;3874234;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;01_HOOFD_260;560458;EMPTY;560458;2011-05-02 10:23:20;623;5;0;10;0.06666666666666667;61163.333333333336;28;84
560458;192.75195;3874234;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;01_HOOFD_330;560458;False;560458;2011-05-02 10:23:27;623;5;0;10;0.11666666666666667;61163.45;29;84
560458;192.75195;3874234;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;09_AH_I_010;560458;False;560458;2011-05-02 10:23:36;623;5;0;10;0.15;61163.6;30;84
560458;192.75195;3874234;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;01_HOOFD_370;560458;EMPTY;560458;2011-05-02 10:23:37;623;5;0;10;0.0;61163.61666666667;31;84
560458;192.75195;3874234;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;01_HOOFD_375;560458;EMPTY;560458;2011-05-02 10:23:37;623;5;0;10;0.016666666666666666;61163.61666666667;32;84
560458;192.75195;3874234;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;01_HOOFD_380;560458;False;560458;2011-05-02 10:23:38;623;5;0;10;0.016666666666666666;61163.63333333333;33;84
560458;192.75195;3874234;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;01_HOOFD_430;560458;False;560458;2011-05-02 10:24:10;624;5;0;10;0.5333333333333333;61164.166666666664;34;84
560458;192.75195;3874234;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;01_HOOFD_470;560458;False;560458;2011-05-02 10:24:12;624;5;0;10;0.03333333333333333;61164.2;35;84
560458;192.75195;3874234;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;01_HOOFD_480;560458;False;560458;2011-05-02 10:24:14;624;5;0;10;0.0;61164.23333333333;36;84
560458;192.75195;3874234;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;01_HOOFD_490_1;560458;EMPTY;560458;2011-05-02 10:24:14;624;5;0;10;0.03333333333333333;61164.23333333333;37;84
