Responsible_actor;SUMleges;Case ID;label;Aanleg (Uitvoeren werk of werkzaamheid);Bouw;Brandveilig gebruik (melding);Brandveilig gebruik (vergunning);Flora en Fauna;Gebiedsbescherming;Handelen in strijd met regels RO;Inrit/Uitweg;Kap;Milieu (melding);Milieu (neutraal wijziging);Milieu (omgevingsvergunning beperkte milieutoets);Milieu (vergunning);Monument;Reclame;Sloop;Activity;monitoringResource;question;org:resource;time:timestamp;timesincemidnight;month;weekday;hour;timesincelastevent;timesincecasestart;event_nr;open_cases
3442724;0.0;3597315;regular;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;01_HOOFD_490_2;3442724;EMPTY;560749;2011-06-01 08:34:05;514;6;2;8;1.3833333333333333;153214.08333333334;53;65
3442724;0.0;3597315;regular;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;01_HOOFD_510_1;3442724;EMPTY;560749;2011-06-01 08:34:19;514;6;2;8;0.23333333333333334;153214.31666666668;54;65
3442724;0.0;3597315;regular;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;01_HOOFD_520;3442724;EMPTY;560749;2011-06-01 08:34:48;514;6;2;8;0.48333333333333334;153214.8;55;65
560454;362.49;3742869;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_040;560696;False;560454;2011-06-01 08:35:54;515;6;2;8;635.9;12155.9;7;65
560454;362.49;3742869;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_060;560454;True;560454;2011-06-01 08:35:55;515;6;2;8;0.016666666666666666;12155.916666666666;8;65
560454;362.49;3742869;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_065_1;560454;EMPTY;560454;2011-06-01 08:36:04;516;6;2;8;0.15;12156.066666666668;9;65
560454;202.32;3732046;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_040;560696;False;560454;2011-06-01 08:48:39;528;6;2;8;10026.416666666666;13608.65;6;65
560454;202.32;3732046;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_060;560454;True;560454;2011-06-01 08:49:04;529;6;2;8;0.4166666666666667;13609.066666666668;7;65
560454;193.89;3721360;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_040;560696;False;560454;2011-06-01 09:03:12;543;6;2;9;663.2;17943.2;8;65
560454;193.89;3721360;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_060;560454;True;560454;2011-06-01 09:03:13;543;6;2;9;0.016666666666666666;17943.216666666667;9;65
560454;193.89;3721360;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_065_1;560454;EMPTY;560454;2011-06-01 09:03:15;543;6;2;9;0.03333333333333333;17943.25;10;65
3442724;0.0;3090877;regular;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;10_UOV_060;3442724;False;560749;2011-06-01 09:56:46;596;6;2;9;84236.76666666666;743696.7666666667;48;65
3442724;0.0;3090877;regular;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_470;3442724;False;560749;2011-06-01 09:56:50;596;6;2;9;0.06666666666666667;743696.8333333334;49;65
3442724;0.0;3090877;regular;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_480;3442724;False;560749;2011-06-01 09:56:53;596;6;2;9;0.0;743696.8833333333;50;65
3442724;0.0;3090877;regular;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_490_1;3442724;EMPTY;560749;2011-06-01 09:56:53;596;6;2;9;0.05;743696.8833333333;51;65
3442724;0.0;3090877;regular;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_490_2;3442724;EMPTY;560749;2011-06-01 09:57:29;597;6;2;9;0.6;743697.4833333333;52;65
3442724;0.0;3090877;regular;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_500;3442724;42;560749;2011-06-01 09:57:54;597;6;2;9;0.4166666666666667;743697.9;53;65
560454;9169.732;3639276;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_490_2;560454;EMPTY;560454;2011-06-01 12:18:13;738;6;2;12;3080.9666666666667;69978.21666666666;35;65
2013365;3808.2524;3651544;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_040;560696;False;2013365;2011-06-01 13:18:56;798;6;2;13;46998.933333333334;61398.933333333334;7;65
2013365;3808.2524;3651544;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_060;560696;True;2013365;2011-06-01 13:23:17;803;6;2;13;4.35;61403.28333333333;8;65
2013365;3808.2524;3651544;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_065_1;560696;EMPTY;2013365;2011-06-01 13:23:21;803;6;2;13;0.06666666666666667;61403.35;9;65
2013365;3808.2524;3651544;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_130;560696;False;2013365;2011-06-01 13:23:36;803;6;2;13;0.25;61403.6;10;65
2013365;3808.2524;3651544;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_050;560696;True;2013365;2011-06-01 13:32:12;812;6;2;13;8.6;61412.2;11;65
2013365;3808.2524;3651544;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_110;560696;EMPTY;2013365;2011-06-01 13:32:25;812;6;2;13;0.21666666666666667;61412.416666666664;12;65
2013365;3808.2524;3651544;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_120;560696;EMPTY;2013365;2011-06-01 13:32:27;812;6;2;13;0.03333333333333333;61412.45;13;65
3442724;0.0;3597315;regular;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;10_UOV_035;3442724;EMPTY;560749;2011-06-03 22:00:00;1320;6;4;22;0.0;156900.0;56;65
3442724;0.0;3597315;regular;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;01_HOOFD_100;3442724;EMPTY;560749;2011-06-03 22:00:00;1320;6;4;22;3685.2;156900.0;57;65
2013365;4579.5977;3727791;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_100;2013365;EMPTY;2013365;2011-06-03 22:00:00;1320;6;4;22;13813.416666666666;17280.0;6;65
560454;143.31;3731002;regular;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_100;560454;EMPTY;560454;2011-06-03 22:00:00;1320;6;4;22;3811.1666666666665;17280.0;8;65
560454;202.32;3732046;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_100;560454;EMPTY;560454;2011-06-03 22:00:00;1320;6;4;22;0.0;17280.0;8;65
560454;202.32;3732046;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_065_2;560454;EMPTY;560454;2011-06-03 22:00:00;1320;6;4;22;3670.9333333333334;17280.0;9;65
560454;261.33;3741628;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_100;560454;EMPTY;560454;2011-06-03 22:00:00;1320;6;4;22;3723.7166666666667;15840.0;10;65
560454;362.49;3742869;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_100;560454;EMPTY;560454;2011-06-03 22:00:00;1320;6;4;22;3683.9333333333334;15840.0;10;65
3069865;0.0;3746623;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_100;3069865;EMPTY;560749;2011-06-03 22:00:00;1320;6;4;22;6536.883333333333;11520.0;6;65
560454;143.31;3747286;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_100;560454;EMPTY;560454;2011-06-03 22:00:00;1320;6;4;22;3748.4666666666667;12960.0;30;65
3442724;0.0;3597315;regular;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;10_UOV_030;3442724;EMPTY;560749;2011-06-05 22:00:00;1320;6;6;22;2880.0;159780.0;58;65
560454;0.0;3607643;regular;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_065_2;560454;EMPTY;560454;2011-06-05 22:00:00;1320;6;6;22;73440.0;89280.0;7;65
560454;529.404;3636284;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_510_2;560454;EMPTY;560673;2011-06-05 22:00:00;1320;6;6;22;0.0;77760.0;8;65
560454;529.404;3636284;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_490_3;560454;EMPTY;560673;2011-06-05 22:00:00;1320;6;6;22;7200.0;77760.0;9;65
560454;9169.732;3639276;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_510_2;560454;EMPTY;560673;2011-06-05 22:00:00;1320;6;6;22;0.0;76320.0;36;65
560454;9169.732;3639276;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_490_3;560454;EMPTY;560673;2011-06-05 22:00:00;1320;6;6;22;6341.783333333334;76320.0;37;65
560454;529.404;3636284;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_040;560696;False;560454;2011-06-06 06:10:00;370;6;0;6;490.0;78250.0;10;65
560454;529.404;3636284;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_060;560454;True;560454;2011-06-06 06:10:03;370;6;0;6;0.05;78250.05;11;65
560454;429.93;3676443;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_040;560696;False;560454;2011-06-06 06:11:29;371;6;0;6;33611.48333333333;45131.48333333333;7;65
560454;429.93;3676443;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_060;560454;True;560454;2011-06-06 06:11:31;371;6;0;6;0.03333333333333333;45131.51666666667;8;65
560454;529.404;3636284;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_065_1;560454;EMPTY;560454;2011-06-06 06:17:06;377;6;0;6;7.05;78257.1;12;65
560454;529.404;3636284;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_100;560454;EMPTY;560454;2011-06-06 06:17:17;377;6;0;6;0.18333333333333332;78257.28333333334;13;65
560454;529.404;3636284;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_110;560454;EMPTY;560454;2011-06-06 06:17:36;377;6;0;6;0.31666666666666665;78257.6;14;65
560454;529.404;3636284;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_130;560454;False;560454;2011-06-06 06:17:41;377;6;0;6;0.08333333333333333;78257.68333333333;15;65
560454;529.404;3636284;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_050;560454;True;560454;2011-06-06 06:18:29;378;6;0;6;0.8;78258.48333333334;16;65
560454;529.404;3636284;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;05_EIND_010;560454;False;560454;2011-06-06 06:18:32;378;6;0;6;0.05;78258.53333333334;17;65
560454;529.404;3636284;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;06_VD_010;560454;False;560454;2011-06-06 06:18:39;378;6;0;6;0.11666666666666667;78258.65;18;65
560454;529.404;3636284;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_540;560454;False;560454;2011-06-06 06:18:41;378;6;0;6;0.03333333333333333;78258.68333333333;19;65
560454;529.404;3636284;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_120;560454;EMPTY;560454;2011-06-06 06:18:43;378;6;0;6;0.03333333333333333;78258.71666666666;20;65
560454;529.404;3636284;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_180;560454;False;560454;2011-06-06 06:18:45;378;6;0;6;0.03333333333333333;78258.75;21;65
560454;529.404;3636284;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_200;560454;True;560454;2011-06-06 06:18:47;378;6;0;6;0.0;78258.78333333334;22;65
560454;529.404;3636284;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_205;560454;EMPTY;560454;2011-06-06 06:18:47;378;6;0;6;0.03333333333333333;78258.78333333334;23;65
560454;529.404;3636284;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_205;560454;False;560454;2011-06-06 06:18:49;378;6;0;6;0.03333333333333333;78258.81666666667;24;65
560454;529.404;3636284;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_270;560454;False;560454;2011-06-06 06:18:52;378;6;0;6;0.05;78258.86666666667;25;65
560454;529.404;3636284;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_250;560454;EMPTY;560454;2011-06-06 06:18:55;378;6;0;6;0.05;78258.91666666667;26;65
560454;529.404;3636284;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_260;560454;EMPTY;560454;2011-06-06 06:18:57;378;6;0;6;0.03333333333333333;78258.95;27;65
560454;529.404;3636284;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_330;560454;False;560454;2011-06-06 06:19:02;379;6;0;6;0.08333333333333333;78259.03333333334;28;65
560454;529.404;3636284;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;09_AH_I_010;560454;False;560454;2011-06-06 06:20:01;380;6;0;6;0.9833333333333333;78260.01666666666;29;65
560454;529.404;3636284;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_375;560454;EMPTY;560454;2011-06-06 06:22:32;382;6;0;6;0.0;78262.53333333334;30;65
560454;529.404;3636284;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_370;560454;EMPTY;560454;2011-06-06 06:22:32;382;6;0;6;2.5166666666666666;78262.53333333334;31;65
560454;529.404;3636284;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_380;560454;False;560454;2011-06-06 06:22:34;382;6;0;6;0.03333333333333333;78262.56666666667;32;65
560454;529.404;3636284;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_430;560454;False;560454;2011-06-06 06:22:37;382;6;0;6;0.05;78262.61666666667;33;65
560454;529.404;3636284;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_470;560454;False;560454;2011-06-06 06:22:41;382;6;0;6;0.06666666666666667;78262.68333333333;34;65
560454;529.404;3636284;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_480;560454;False;560454;2011-06-06 06:22:43;382;6;0;6;0.0;78262.71666666666;35;65
560454;529.404;3636284;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_490_1;560454;EMPTY;560454;2011-06-06 06:22:43;382;6;0;6;0.03333333333333333;78262.71666666666;36;65
560454;529.404;3636284;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_490_2;560454;EMPTY;560454;2011-06-06 06:56:35;416;6;0;6;33.86666666666667;78296.58333333333;37;65
560454;0.0;3607643;regular;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_040;560696;False;560454;2011-06-06 09:17:41;557;6;0;9;677.6833333333333;89957.68333333333;8;65
560454;0.0;3607643;regular;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_060;560454;True;560454;2011-06-06 09:17:44;557;6;0;9;0.05;89957.73333333334;9;65
560454;0.0;3607643;regular;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_065_1;560454;EMPTY;560454;2011-06-06 09:17:46;557;6;0;9;0.03333333333333333;89957.76666666666;10;65
560454;0.0;3607643;regular;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_540;560454;False;560454;2011-06-06 09:17:52;557;6;0;9;0.1;89957.86666666667;11;65
560454;0.0;3607643;regular;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_100;560454;EMPTY;560454;2011-06-06 09:18:31;558;6;0;9;0.65;89958.51666666666;12;65
560454;0.0;3607643;regular;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_110;560454;EMPTY;560454;2011-06-06 09:18:42;558;6;0;9;0.18333333333333332;89958.7;13;65
560454;0.0;3607643;regular;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_130;560454;False;560454;2011-06-06 09:18:45;558;6;0;9;0.05;89958.75;14;65
560454;0.0;3607643;regular;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_050;560454;True;560454;2011-06-06 09:18:48;558;6;0;9;0.05;89958.8;15;65
560454;0.0;3607643;regular;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;05_EIND_010;560454;False;560454;2011-06-06 09:18:50;558;6;0;9;0.03333333333333333;89958.83333333333;16;65
560454;0.0;3607643;regular;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;06_VD_010;560454;False;560454;2011-06-06 09:18:53;558;6;0;9;0.05;89958.88333333333;17;65
560454;0.0;3607643;regular;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_120;560454;EMPTY;560454;2011-06-06 09:18:55;558;6;0;9;0.03333333333333333;89958.91666666667;18;65
560454;0.0;3607643;regular;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_180;560454;False;560454;2011-06-06 09:18:56;558;6;0;9;0.016666666666666666;89958.93333333333;19;65
560454;0.0;3607643;regular;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_200;560454;True;560454;2011-06-06 09:18:58;558;6;0;9;0.0;89958.96666666666;20;65
560454;0.0;3607643;regular;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_205;560454;EMPTY;560454;2011-06-06 09:18:58;558;6;0;9;0.03333333333333333;89958.96666666666;21;65
560454;0.0;3607643;regular;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_205;560454;False;560454;2011-06-06 09:19:00;559;6;0;9;0.03333333333333333;89959.0;22;65
560454;0.0;3607643;regular;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_270;560454;False;560454;2011-06-06 09:19:02;559;6;0;9;0.03333333333333333;89959.03333333334;23;65
560454;0.0;3607643;regular;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_250;560454;EMPTY;560454;2011-06-06 09:19:05;559;6;0;9;0.05;89959.08333333333;24;65
560454;0.0;3607643;regular;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_260;560454;EMPTY;560454;2011-06-06 09:19:08;559;6;0;9;0.05;89959.13333333333;25;65
560454;0.0;3607643;regular;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_330;560454;False;560454;2011-06-06 09:19:10;559;6;0;9;0.03333333333333333;89959.16666666667;26;65
560454;0.0;3607643;regular;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;09_AH_I_010;560454;False;560454;2011-06-06 09:19:15;559;6;0;9;0.08333333333333333;89959.25;27;65
560454;0.0;3607643;regular;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_375;560454;EMPTY;560454;2011-06-06 09:19:16;559;6;0;9;0.0;89959.26666666666;28;65
560454;0.0;3607643;regular;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_370;560454;EMPTY;560454;2011-06-06 09:19:16;559;6;0;9;0.016666666666666666;89959.26666666666;29;65
560454;0.0;3607643;regular;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_380;560454;False;560454;2011-06-06 09:19:18;559;6;0;9;0.03333333333333333;89959.3;30;65
560454;0.0;3607643;regular;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_430;560454;False;560454;2011-06-06 09:19:25;559;6;0;9;0.11666666666666667;89959.41666666667;31;65
560454;0.0;3607643;regular;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_470;560454;False;560454;2011-06-06 09:19:30;559;6;0;9;0.08333333333333333;89959.5;32;65
560454;0.0;3607643;regular;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_480;560454;False;560454;2011-06-06 09:19:32;559;6;0;9;0.0;89959.53333333334;33;64
560454;0.0;3607643;regular;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_490_1;560454;EMPTY;560454;2011-06-06 09:19:32;559;6;0;9;0.03333333333333333;89959.53333333334;34;64
560454;529.404;3636284;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_510_1;560454;EMPTY;560673;2011-06-06 11:56:44;716;6;0;11;300.15;78596.73333333334;38;63
560454;9169.732;3639276;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_510_1;560454;EMPTY;560673;2011-06-06 12:41:42;761;6;0;12;881.7;77201.7;38;62
560454;134.88;3645890;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_490_2;560454;EMPTY;560454;2011-06-06 12:54:20;774;6;0;12;8596.966666666667;71454.33333333333;35;62
560454;134.88;3645890;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_510_2;560454;EMPTY;560741;2011-06-06 22:00:00;1320;6;0;22;0.0;72000.0;36;64
560454;134.88;3645890;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_490_3;560454;EMPTY;560741;2011-06-06 22:00:00;1320;6;0;22;545.6666666666666;72000.0;37;64
2013365;3808.2524;3651544;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;06_VD_070;2013365;EMPTY;2013365;2011-06-06 22:00:00;1320;6;0;22;0.0;69120.0;14;64
2013365;3808.2524;3651544;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;08_AWB45_020_2;2013365;EMPTY;2013365;2011-06-06 22:00:00;1320;6;0;22;0.0;69120.0;15;64
2013365;3808.2524;3651544;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;06_VD_030_2;2013365;EMPTY;2013365;2011-06-06 22:00:00;1320;6;0;22;7707.55;69120.0;16;64
2013365;909.597;3668345;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_490_3;2013365;EMPTY;560741;2011-06-06 22:00:00;1320;6;0;22;9416.183333333332;51840.0;34;64
560454;429.93;3676443;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_065_2;560454;EMPTY;560454;2011-06-06 22:00:00;1320;6;0;22;0.0;46080.0;9;64
560454;429.93;3676443;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_490_3;560454;EMPTY;560741;2011-06-06 22:00:00;1320;6;0;22;948.4833333333333;46080.0;10;64
7096495;581.67;3677583;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_490_3;560454;EMPTY;560741;2011-06-06 22:00:00;1320;6;0;22;24480.0;46080.0;11;64
3069866;0.0;3782672;regular;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_030_2;560696;EMPTY;560673;2011-06-06 22:00:00;1320;6;0;22;8640.0;8640.0;2;64
2013365;783.99;3783172;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_030_2;560696;EMPTY;560673;2011-06-06 22:00:00;1320;6;0;22;8640.0;8640.0;2;64
560694;0.0;3783708;regular;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;01_HOOFD_030_2;560694;EMPTY;560741;2011-06-06 22:00:00;1320;6;0;22;15840.0;28800.0;4;64
560454;4651.2524;3784056;regular;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;01_HOOFD_030_2;560696;EMPTY;560673;2011-06-06 22:00:00;1320;6;0;22;8640.0;8640.0;2;64
560454;5977.2915;3784661;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_030_2;560696;EMPTY;560673;2011-06-06 22:00:00;1320;6;0;22;8640.0;8640.0;2;64
560696;0.0;3813803;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_010;560741;EMPTY;560741;2011-06-06 22:00:00;1320;6;0;22;0.0;0.0;1;64
560454;461.964;3814693;regular;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;01_HOOFD_010;560741;EMPTY;560741;2011-06-06 22:00:00;1320;6;0;22;0.0;0.0;1;64
2013365;3808.2524;3651544;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_100;560696;EMPTY;2013365;2011-06-07 07:49:59;469;6;1;7;589.9833333333333;69709.98333333334;17;64
2013365;3808.2524;3651544;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;06_VD_010;560696;True;2013365;2011-06-07 07:50:34;470;6;1;7;0.5833333333333334;69710.56666666667;18;64
2013365;236.04;3602947;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_040;560696;False;560696;2011-06-07 07:50:40;470;6;1;7;40910.666666666664;92750.66666666667;12;64
2013365;3808.2524;3651544;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;06_VD_020;2013365;42;2013365;2011-06-07 07:50:40;470;6;1;7;0.0;69710.66666666667;19;64
2013365;3808.2524;3651544;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;06_VD_030_1;2013365;EMPTY;2013365;2011-06-07 07:50:40;470;6;1;7;0.1;69710.66666666667;20;64
2013365;236.04;3602947;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_060;560696;True;560696;2011-06-07 07:50:46;470;6;1;7;0.1;92750.76666666666;13;64
2013365;236.04;3602947;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_065_1;560696;EMPTY;560696;2011-06-07 07:50:51;470;6;1;7;0.08333333333333333;92750.85;14;64
2013365;236.04;3602947;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_540;560696;True;560696;2011-06-07 07:51:31;471;6;1;7;0.6666666666666666;92751.51666666666;15;64
2013365;236.04;3602947;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_550;560696;Initiatief bevoegd gezag;560696;2011-06-07 07:51:53;471;6;1;7;0.36666666666666664;92751.88333333333;16;64
2013365;236.04;3602947;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_570;560696;42;560696;2011-06-07 07:52:00;472;6;1;7;0.11666666666666667;92752.0;17;64
2013365;236.04;3602947;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_580_1;560696;EMPTY;560696;2011-06-07 07:52:05;472;6;1;7;0.08333333333333333;92752.08333333333;18;64
2013365;3808.2524;3651544;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;06_VD_030_3;2013365;EMPTY;2013365;2011-06-07 07:53:03;473;6;1;7;2.3833333333333333;69713.05;21;64
