Resource,lifecycle:transition,timesincemidnight,timesincelastevent,timesincecasestart,event_nr,month,weekday,hour,open_cases,time:timestamp,Activity,case:AMOUNT_REQ,CaseID,case:label,remaining_time
11169.0,START,1005.0,3.14655,13054.322416666666,27.0,10.0,4.0,16.0,570.0,1319215548.854,wvaliderenaanvraagstart,15000.0,176467,False,240797.55399990082
11169.0,COMPLETE,1014.0,8.881433333333334,13063.20385,28.0,10.0,4.0,16.0,571.0,1319216081.74,wvaliderenaanvraagcomplete,15000.0,176467,False,240264.66799998283
11169.0,START,1024.0,2.7329166666666667,13073.349083333333,31.0,10.0,4.0,17.0,571.0,1319216690.454,wvaliderenaanvraagstart,15000.0,176467,False,239655.95399999619
11169.0,COMPLETE,1026.0,2.1397833333333334,13075.488866666668,32.0,10.0,4.0,17.0,571.0,1319216818.841,wvaliderenaanvraagcomplete,15000.0,176467,False,239527.56699991226
11169.0,START,927.0,5.052183333333334,5.9454,5.0,10.0,2.0,15.0,399.0,1318433279.004,wcompleterenaanvraagstart,50000.0,176476,False,2659650.407000065
11169.0,COMPLETE,935.0,7.895566666666666,13.840966666666668,6.0,10.0,2.0,15.0,399.0,1318433752.738,wcompleterenaanvraagcomplete,50000.0,176476,False,2659176.6730000973
11169.0,START,607.0,15.376116666666666,11107.215533333334,32.0,10.0,3.0,10.0,551.0,1319105268.994,wnabellenincompletedossiersstart,5000.0,176488,False,357454.64600014687
11169.0,COMPLETE,642.0,34.95551666666667,11142.17105,33.0,10.0,3.0,10.0,544.0,1319107366.325,wnabellenincompletedossierscomplete,5000.0,176488,False,355357.3150000572
11169.0,START,680.0,1.0986833333333332,1060.89735,16.0,10.0,3.0,11.0,415.0,1318504837.152,wcompleterenaanvraagstart,10000.0,176500,True,800144.4140000343
11169.0,COMPLETE,688.0,8.212766666666667,1069.1101166666667,17.0,10.0,3.0,11.0,414.0,1318505329.918,aacceptedcomplete,10000.0,176500,True,799651.6480000019
11169.0,COMPLETE,720.0,0.0,1100.8179333333333,18.0,10.0,3.0,12.0,414.0,1318507232.387,oselectedcomplete,10000.0,176500,True,797749.1789999008
11169.0,COMPLETE,720.0,31.707816666666663,1100.8179333333333,19.0,10.0,3.0,12.0,414.0,1318507232.387,afinalizedcomplete,10000.0,176500,True,797749.1789999008
11169.0,COMPLETE,720.0,0.0196666666666666,1100.8376,20.0,10.0,3.0,12.0,414.0,1318507233.567,ocreatedcomplete,10000.0,176500,True,797747.9990000725
11169.0,COMPLETE,720.0,0.00045,1100.83805,21.0,10.0,3.0,12.0,414.0,1318507233.594,osentcomplete,10000.0,176500,True,797747.9719998837
11169.0,SCHEDULE,720.0,0.00275,1100.8408,22.0,10.0,3.0,12.0,414.0,1318507233.759,wnabellenoffertesschedule,10000.0,176500,True,797747.8069999218
11169.0,COMPLETE,720.0,0.0179166666666666,1100.8587166666666,23.0,10.0,3.0,12.0,414.0,1318507234.834,wcompleterenaanvraagcomplete,10000.0,176500,True,797746.7319998741
11169.0,START,674.0,7153.5839,8254.442616666667,24.0,10.0,1.0,11.0,506.0,1318936449.868,wnabellenoffertesstart,10000.0,176500,True,368531.6979999542
11169.0,START,601.0,793.6974166666666,22522.824216666668,47.0,10.0,4.0,10.0,667.0,1319796109.064,wnabellenincompletedossiersstart,8000.0,176515,False,256439.45300006866
11169.0,SCHEDULE,609.0,7.20645,22530.030666666666,48.0,10.0,4.0,10.0,666.0,1319796541.451,wvaliderenaanvraagschedule,8000.0,176515,False,256007.06599998474
11169.0,COMPLETE,609.0,0.0297333333333333,22530.0604,49.0,10.0,4.0,10.0,666.0,1319796543.235,wnabellenincompletedossierscomplete,8000.0,176515,False,256005.28200006485
11169.0,START,631.0,6512.7657,49819.01465,62.0,11.0,2.0,10.0,722.0,1321439504.144,wnabellenincompletedossiersstart,5500.0,176542,False,1220328.1689999104
11169.0,COMPLETE,885.0,254.2425333333333,50073.257183333335,63.0,11.0,2.0,14.0,722.0,1321454758.696,wnabellenincompletedossierscomplete,5500.0,176542,False,1205073.6169998646
11169.0,START,1010.0,221.8847,22753.29653333333,30.0,10.0,4.0,16.0,659.0,1319820626.88,wnabellenincompletedossiersstart,10000.0,176581,False,230790.18899989128
11169.0,COMPLETE,1051.0,41.07881666666667,22794.37535,31.0,10.0,4.0,17.0,654.0,1319823091.609,wnabellenincompletedossierscomplete,10000.0,176581,False,228325.46000003815
11169.0,START,980.0,3.7525,189.9996333333333,7.0,10.0,3.0,16.0,413.0,1318522824.0,wcompleterenaanvraagstart,7500.0,176672,False,2140823.4869999886
11169.0,COMPLETE,997.0,17.566966666666666,207.5666,8.0,10.0,3.0,16.0,413.0,1318523878.018,wcompleterenaanvraagcomplete,7500.0,176672,False,2139769.469000101
11169.0,START,998.0,0.2594,207.826,9.0,10.0,3.0,16.0,412.0,1318523893.582,wcompleterenaanvraagstart,7500.0,176672,False,2139753.9049999714
11169.0,COMPLETE,998.0,0.2565,208.0825,10.0,10.0,3.0,16.0,412.0,1318523908.972,aacceptedcomplete,7500.0,176672,False,2139738.515000105
11169.0,COMPLETE,1000.0,1.7922166666666666,209.87471666666667,11.0,10.0,3.0,16.0,413.0,1318524016.505,oselectedcomplete,7500.0,176672,False,2139630.981999874
11169.0,COMPLETE,1000.0,1.6666666666666667e-05,209.87473333333327,12.0,10.0,3.0,16.0,413.0,1318524016.506,afinalizedcomplete,7500.0,176672,False,2139630.9809999466
11169.0,COMPLETE,1000.0,0.0160166666666666,209.89075,13.0,10.0,3.0,16.0,413.0,1318524017.467,ocreatedcomplete,7500.0,176672,False,2139630.019999981
11169.0,COMPLETE,1000.0,0.00055,209.8913,14.0,10.0,3.0,16.0,413.0,1318524017.5,osentcomplete,7500.0,176672,False,2139629.9869999886
11169.0,SCHEDULE,1000.0,0.0013,209.8926,15.0,10.0,3.0,16.0,413.0,1318524017.578,wnabellenoffertesschedule,7500.0,176672,False,2139629.90899992
11169.0,COMPLETE,1000.0,0.0189833333333333,209.9115833333333,16.0,10.0,3.0,16.0,413.0,1318524018.717,wcompleterenaanvraagcomplete,7500.0,176672,False,2139628.769999981
11169.0,START,785.0,69.64306666666667,11514.755833333333,21.0,10.0,4.0,13.0,565.0,1319202309.372,wnabellenoffertesstart,7500.0,176672,False,1461338.1150000095
11169.0,COMPLETE,785.0,0.0,11515.332166666669,22.0,10.0,4.0,13.0,565.0,1319202343.952,oselectedcomplete,7500.0,176672,False,1461303.5350000858
11169.0,COMPLETE,785.0,0.5763333333333334,11515.332166666669,23.0,10.0,4.0,13.0,565.0,1319202343.952,ocancelledcomplete,7500.0,176672,False,1461303.5350000858
11169.0,COMPLETE,785.0,0.0179333333333333,11515.3501,24.0,10.0,4.0,13.0,565.0,1319202345.028,ocreatedcomplete,7500.0,176672,False,1461302.4589998722
11169.0,COMPLETE,785.0,0.0010333333333333,11515.351133333334,25.0,10.0,4.0,13.0,565.0,1319202345.09,osentcomplete,7500.0,176672,False,1461302.3970000744
11169.0,SCHEDULE,785.0,0.0013833333333333,11515.352516666666,26.0,10.0,4.0,13.0,565.0,1319202345.173,wnabellenoffertesschedule,7500.0,176672,False,1461302.3139998913
11169.0,COMPLETE,785.0,0.0311833333333333,11515.3837,27.0,10.0,4.0,13.0,565.0,1319202347.044,wnabellenoffertescomplete,7500.0,176672,False,1461300.4430000782
11169.0,START,864.0,3.2400333333333333,3.952283333333333,5.0,10.0,3.0,14.0,407.0,1318515857.501,wcompleterenaanvraagstart,29000.0,176684,False,1728814.3250000477
11169.0,COMPLETE,899.0,35.2792,39.23148333333334,6.0,10.0,3.0,14.0,410.0,1318517974.253,wcompleterenaanvraagcomplete,29000.0,176684,False,1726697.5729999542
11169.0,START,899.0,0.2696333333333333,39.50111666666667,7.0,10.0,3.0,14.0,411.0,1318517990.431,wcompleterenaanvraagstart,29000.0,176684,False,1726681.394999981
11169.0,COMPLETE,901.0,1.6315166666666667,41.13263333333333,8.0,10.0,3.0,15.0,411.0,1318518088.322,aacceptedcomplete,29000.0,176684,False,1726583.5039999485
11169.0,COMPLETE,908.0,0.0,48.61075,9.0,10.0,3.0,15.0,412.0,1318518537.009,oselectedcomplete,29000.0,176684,False,1726134.8169999123
11169.0,COMPLETE,908.0,7.478116666666667,48.61075,10.0,10.0,3.0,15.0,412.0,1318518537.009,afinalizedcomplete,29000.0,176684,False,1726134.8169999123
11169.0,COMPLETE,908.0,0.0255,48.63625,11.0,10.0,3.0,15.0,412.0,1318518538.539,ocreatedcomplete,29000.0,176684,False,1726133.2869999409
11169.0,COMPLETE,908.0,0.0004,48.63665,12.0,10.0,3.0,15.0,412.0,1318518538.563,osentcomplete,29000.0,176684,False,1726133.2630000114
11169.0,SCHEDULE,908.0,0.0098666666666666,48.64651666666666,13.0,10.0,3.0,15.0,412.0,1318518539.155,wnabellenoffertesschedule,29000.0,176684,False,1726132.6710000038
11169.0,COMPLETE,909.0,0.0201166666666666,48.66663333333333,14.0,10.0,3.0,15.0,412.0,1318518540.362,wcompleterenaanvraagcomplete,29000.0,176684,False,1726131.4639999866
11169.0,START,649.0,8380.711,8429.377633333334,15.0,10.0,2.0,10.0,512.0,1319021383.022,wnabellenoffertesstart,29000.0,176684,False,1223288.8039999008
11169.0,START,1067.0,7.3559,25.129,7.0,10.0,3.0,17.0,416.0,1318528032.4,wcompleterenaanvraagstart,5000.0,176738,False,495878.5829999447
11169.0,COMPLETE,1067.0,0.1713166666666666,25.300316666666667,8.0,10.0,3.0,17.0,416.0,1318528042.679,wcompleterenaanvraagcomplete,5000.0,176738,False,495868.30400013924
11169.0,START,641.0,7001.1597,8239.775866666667,23.0,10.0,2.0,10.0,512.0,1319020911.212,wnabellenoffertesstart,5000.0,176738,False,2999.771000146866
11169.0,COMPLETE,691.0,0.0,8289.7352,24.0,10.0,2.0,11.0,510.0,1319023908.772,ocancelledcomplete,5000.0,176738,False,2.2109999656677246
11169.0,COMPLETE,691.0,49.95933333333333,8289.7352,25.0,10.0,2.0,11.0,510.0,1319023908.772,acancelledcomplete,5000.0,176738,False,2.2109999656677246
11169.0,COMPLETE,691.0,0.03685,8289.77205,26.0,10.0,2.0,11.0,509.0,1319023910.983,wnabellenoffertescomplete,5000.0,176738,False,0.0
11169.0,START,1049.0,0.2191,1.4380666666666666,5.0,10.0,3.0,17.0,415.0,1318526995.619,wcompleterenaanvraagstart,9000.0,176744,False,619505.6740000248
11169.0,COMPLETE,1054.0,4.286466666666667,5.7245333333333335,6.0,10.0,3.0,17.0,415.0,1318527252.807,aacceptedcomplete,9000.0,176744,False,619248.486000061
11169.0,COMPLETE,1057.0,0.0,9.2541,7.0,10.0,3.0,17.0,416.0,1318527464.581,oselectedcomplete,9000.0,176744,False,619036.7119998932
11169.0,COMPLETE,1057.0,3.5295666666666667,9.2541,8.0,10.0,3.0,17.0,416.0,1318527464.581,afinalizedcomplete,9000.0,176744,False,619036.7119998932
11169.0,COMPLETE,1057.0,0.0185,9.2726,9.0,10.0,3.0,17.0,416.0,1318527465.691,ocreatedcomplete,9000.0,176744,False,619035.6019999981
11169.0,COMPLETE,1057.0,0.0006666666666666,9.273266666666666,10.0,10.0,3.0,17.0,416.0,1318527465.731,osentcomplete,9000.0,176744,False,619035.5620000362
11169.0,SCHEDULE,1057.0,0.0018666666666666,9.275133333333333,11.0,10.0,3.0,17.0,416.0,1318527465.843,wnabellenoffertesschedule,9000.0,176744,False,619035.4500000477
11169.0,COMPLETE,1057.0,0.0293666666666666,9.3045,12.0,10.0,3.0,17.0,416.0,1318527467.605,wcompleterenaanvraagcomplete,9000.0,176744,False,619033.6879999638
11169.0,START,886.0,1180.2879333333333,1201.7082833333334,7.0,10.0,4.0,14.0,445.0,1318603597.268,wcompleterenaanvraagstart,6000.0,176765,False,1657086.4490001202
11169.0,COMPLETE,891.0,5.332,1207.0402833333333,8.0,10.0,4.0,14.0,443.0,1318603917.188,wcompleterenaanvraagcomplete,6000.0,176765,False,1656766.5290000439
11169.0,START,893.0,1.72775,1208.7680333333333,9.0,10.0,4.0,14.0,443.0,1318604020.853,wcompleterenaanvraagstart,6000.0,176765,False,1656662.864000082
11169.0,COMPLETE,894.0,0.9331666666666668,1209.7012,10.0,10.0,4.0,14.0,443.0,1318604076.843,wcompleterenaanvraagcomplete,6000.0,176765,False,1656606.8740000725
11169.0,START,687.0,37.94113333333333,9555.669666666668,33.0,10.0,3.0,11.0,545.0,1319110076.464,wnabellenincompletedossiersstart,8500.0,176792,False,10192.355999946594
11169.0,SCHEDULE,718.0,30.729466666666667,9586.399133333332,34.0,10.0,3.0,11.0,546.0,1319111920.232,wvaliderenaanvraagschedule,8500.0,176792,False,8348.58799982071
11169.0,COMPLETE,718.0,0.0266333333333333,9586.425766666667,35.0,10.0,3.0,11.0,546.0,1319111921.83,wnabellenincompletedossierscomplete,8500.0,176792,False,8346.990000009537
11169.0,START,991.0,49.94585,29947.8541,58.0,11.0,3.0,16.0,681.0,1320337917.185,wnabellenincompletedossiersstart,30000.0,176813,False,80425.25500011444
11169.0,COMPLETE,997.0,5.28565,29953.13975,59.0,11.0,3.0,16.0,681.0,1320338234.324,wnabellenincompletedossierscomplete,30000.0,176813,False,80108.11600017548
11169.0,START,878.0,922.50975,922.8328833333334,4.0,10.0,4.0,14.0,445.0,1318603086.286,wafhandelenleadsstart,10000.0,176846,False,1459605.4379999638
11169.0,COMPLETE,879.0,1.4618166666666668,924.2947,5.0,10.0,4.0,14.0,445.0,1318603173.995,apreacceptedcomplete,10000.0,176846,False,1459517.7290000916
11169.0,SCHEDULE,879.0,0.0026833333333333,924.2973833333332,6.0,10.0,4.0,14.0,445.0,1318603174.156,wcompleterenaanvraagschedule,10000.0,176846,False,1459517.5680000782
11169.0,COMPLETE,879.0,0.0205166666666666,924.3179,7.0,10.0,4.0,14.0,445.0,1318603175.387,wafhandelenleadscomplete,10000.0,176846,False,1459516.3369998932
11169.0,START,889.0,10.149283333333331,934.4671833333332,8.0,10.0,4.0,14.0,445.0,1318603784.344,wcompleterenaanvraagstart,10000.0,176846,False,1458907.379999876
11169.0,START,879.0,808.1829833333334,809.5221,4.0,10.0,4.0,14.0,445.0,1318603187.552,wafhandelenleadsstart,5000.0,176858,False,2684682.388999939
11169.0,COMPLETE,891.0,11.7912,821.3133,5.0,10.0,4.0,14.0,443.0,1318603895.024,apreacceptedcomplete,5000.0,176858,False,2683974.9170000553
11169.0,SCHEDULE,891.0,0.00355,821.31685,6.0,10.0,4.0,14.0,443.0,1318603895.237,wcompleterenaanvraagschedule,5000.0,176858,False,2683974.703999996
11169.0,COMPLETE,891.0,0.03595,821.3528,7.0,10.0,4.0,14.0,443.0,1318603897.394,wafhandelenleadscomplete,5000.0,176858,False,2683972.5469999313
11169.0,START,1004.0,112.7972,934.15,8.0,10.0,4.0,16.0,438.0,1318610665.226,wcompleterenaanvraagstart,5000.0,176858,False,2677204.714999914
11169.0,COMPLETE,1006.0,2.1622666666666666,936.3122666666668,9.0,10.0,4.0,16.0,438.0,1318610794.962,wcompleterenaanvraagcomplete,5000.0,176858,False,2677074.9790000916
11169.0,START,1301.0,19.165916666666668,35790.86055,24.0,11.0,0.0,21.0,707.0,1320702067.859,wnabellenoffertesstart,5000.0,176858,False,585802.0820000172
11169.0,COMPLETE,1302.0,1.2222,35792.08275,25.0,11.0,0.0,21.0,706.0,1320702141.191,wnabellenoffertescomplete,5000.0,176858,False,585728.75
11169.0,START,1058.0,160.30746666666667,19242.58193333333,32.0,10.0,3.0,17.0,653.0,1319737126.371,wnabellenincompletedossiersstart,5000.0,176879,False,323288.7009999752
11169.0,COMPLETE,1068.0,9.398816666666669,19251.98075,33.0,10.0,3.0,17.0,654.0,1319737690.3,wnabellenincompletedossierscomplete,5000.0,176879,False,322724.7720000744
11169.0,START,929.0,339.85495,28955.513166666668,44.0,11.0,3.0,15.0,680.0,1320334171.73,wnabellenincompletedossiersstart,30000.0,176921,False,19469.213000059128
11169.0,COMPLETE,932.0,3.047266666666667,28958.56043333333,45.0,11.0,3.0,15.0,682.0,1320334354.566,wnabellenincompletedossierscomplete,30000.0,176921,False,19286.37700009346
11169.0,START,788.0,1.5887166666666668,2.3623666666666665,5.0,10.0,4.0,13.0,435.0,1318597710.998,wcompleterenaanvraagstart,15000.0,176930,False,1726283.5240001678
11169.0,COMPLETE,792.0,3.794766666666667,6.157133333333333,6.0,10.0,4.0,13.0,435.0,1318597938.684,aacceptedcomplete,15000.0,176930,False,1726055.8380000591
11169.0,COMPLETE,792.0,0.0,6.536033333333333,7.0,10.0,4.0,13.0,435.0,1318597961.418,afinalizedcomplete,15000.0,176930,False,1726033.1040000916
11169.0,COMPLETE,792.0,0.3789,6.536033333333333,8.0,10.0,4.0,13.0,435.0,1318597961.418,oselectedcomplete,15000.0,176930,False,1726033.1040000916
11169.0,COMPLETE,792.0,0.0139833333333333,6.550016666666667,9.0,10.0,4.0,13.0,435.0,1318597962.257,ocreatedcomplete,15000.0,176930,False,1726032.265000105
11169.0,COMPLETE,792.0,0.0099833333333333,6.56,10.0,10.0,4.0,13.0,435.0,1318597962.856,osentcomplete,15000.0,176930,False,1726031.6660001278
11169.0,SCHEDULE,792.0,0.0168333333333333,6.576833333333333,11.0,10.0,4.0,13.0,435.0,1318597963.866,wnabellenoffertesschedule,15000.0,176930,False,1726030.6560001373
11169.0,COMPLETE,792.0,0.0226666666666666,6.5995,12.0,10.0,4.0,13.0,435.0,1318597965.226,wcompleterenaanvraagcomplete,15000.0,176930,False,1726029.2960000038
11169.0,START,861.0,1.5771166666666667,1.8649666666666669,4.0,10.0,4.0,14.0,441.0,1318602104.406,wafhandelenleadsstart,36500.0,176960,False,2432146.4060001373
11169.0,COMPLETE,865.0,3.34535,5.2103166666666665,5.0,10.0,4.0,14.0,442.0,1318602305.127,apreacceptedcomplete,36500.0,176960,False,2431945.684999943
11169.0,SCHEDULE,865.0,0.0031166666666666,5.213433333333334,6.0,10.0,4.0,14.0,442.0,1318602305.314,wcompleterenaanvraagschedule,36500.0,176960,False,2431945.498000145
11169.0,COMPLETE,865.0,0.02365,5.2370833333333335,7.0,10.0,4.0,14.0,442.0,1318602306.733,wafhandelenleadscomplete,36500.0,176960,False,2431944.078999996
11169.0,START,865.0,0.2612,5.498283333333333,8.0,10.0,4.0,14.0,442.0,1318602322.405,wcompleterenaanvraagstart,36500.0,176960,False,2431928.407000065
11169.0,COMPLETE,866.0,1.3855833333333334,6.883866666666667,9.0,10.0,4.0,14.0,443.0,1318602405.54,aacceptedcomplete,36500.0,176960,False,2431845.2720000744
11169.0,COMPLETE,877.0,0.0,17.783,10.0,10.0,4.0,14.0,445.0,1318603059.488,afinalizedcomplete,36500.0,176960,False,2431191.32400012
11169.0,COMPLETE,877.0,10.899133333333332,17.783,11.0,10.0,4.0,14.0,445.0,1318603059.488,oselectedcomplete,36500.0,176960,False,2431191.32400012
11169.0,COMPLETE,877.0,0.0258333333333333,17.808833333333332,12.0,10.0,4.0,14.0,445.0,1318603061.038,ocreatedcomplete,36500.0,176960,False,2431189.7739999294
11169.0,COMPLETE,877.0,0.0005,17.809333333333335,13.0,10.0,4.0,14.0,445.0,1318603061.068,osentcomplete,36500.0,176960,False,2431189.743999958
11169.0,SCHEDULE,877.0,0.0034666666666666,17.8128,14.0,10.0,4.0,14.0,445.0,1318603061.276,wnabellenoffertesschedule,36500.0,176960,False,2431189.5360000134
11169.0,COMPLETE,877.0,0.0214,17.8342,15.0,10.0,4.0,14.0,445.0,1318603062.56,wcompleterenaanvraagcomplete,36500.0,176960,False,2431188.2520000935
11169.0,START,878.0,3175.4095,37099.50463333333,50.0,11.0,2.0,14.0,711.0,1320849515.348,wnabellenincompletedossiersstart,25000.0,177053,False,166161.24699997902
11169.0,COMPLETE,944.0,65.73051666666667,37165.23515,51.0,11.0,2.0,15.0,712.0,1320853459.179,wnabellenincompletedossierscomplete,25000.0,177053,False,162217.4160001278
11169.0,START,994.0,221.6074166666667,19876.23075,24.0,10.0,4.0,16.0,660.0,1319819688.49,wnabellenincompletedossiersstart,18000.0,177068,True,330161.8289999962
11169.0,COMPLETE,1009.0,15.157733333333333,19891.38848333333,25.0,10.0,4.0,16.0,659.0,1319820597.954,wnabellenincompletedossierscomplete,18000.0,177068,True,329252.36500000954
11169.0,START,1064.0,120.64191666666666,28573.18948333333,61.0,11.0,3.0,17.0,678.0,1320342255.598,wnabellenincompletedossiersstart,30000.0,177077,False,324891.3569998741
11169.0,COMPLETE,1064.0,0.5445833333333333,28573.734066666668,62.0,11.0,3.0,17.0,678.0,1320342288.273,wnabellenincompletedossierscomplete,30000.0,177077,False,324858.6819999218
11169.0,START,658.0,7177.277983333333,27383.44345,35.0,11.0,3.0,10.0,699.0,1320317919.63,wcompleterenaanvraagstart,35000.0,177134,False,1642969.9319999218
11169.0,COMPLETE,663.0,4.484566666666667,27387.928016666665,36.0,11.0,3.0,11.0,700.0,1320318188.704,aacceptedcomplete,35000.0,177134,False,1642700.85800004
11169.0,COMPLETE,667.0,0.0,27392.19743333333,37.0,11.0,3.0,11.0,699.0,1320318444.869,afinalizedcomplete,35000.0,177134,False,1642444.6930000782
11169.0,COMPLETE,667.0,4.269416666666666,27392.19743333333,38.0,11.0,3.0,11.0,699.0,1320318444.869,oselectedcomplete,35000.0,177134,False,1642444.6930000782
11169.0,COMPLETE,667.0,0.0254833333333333,27392.222916666666,39.0,11.0,3.0,11.0,699.0,1320318446.398,ocreatedcomplete,35000.0,177134,False,1642443.1640000343
11169.0,COMPLETE,667.0,0.0016333333333333,27392.22455,40.0,11.0,3.0,11.0,699.0,1320318446.496,osentcomplete,35000.0,177134,False,1642443.0659999847
11169.0,SCHEDULE,667.0,0.0016,27392.22615,41.0,11.0,3.0,11.0,699.0,1320318446.592,wnabellenoffertesschedule,35000.0,177134,False,1642442.9700000286
11169.0,COMPLETE,667.0,0.0237166666666666,27392.249866666665,42.0,11.0,3.0,11.0,699.0,1320318448.015,wcompleterenaanvraagcomplete,35000.0,177134,False,1642441.5469999313
11169.0,START,667.0,0.27805,27392.527916666662,43.0,11.0,3.0,11.0,699.0,1320318464.698,wnabellenoffertesstart,35000.0,177134,False,1642424.864000082
11169.0,COMPLETE,670.0,2.2655666666666665,27394.79348333333,44.0,11.0,3.0,11.0,698.0,1320318600.632,wnabellenoffertescomplete,35000.0,177134,False,1642288.9300000668
11169.0,START,670.0,8640.390933333334,36035.18441666666,45.0,11.0,2.0,11.0,712.0,1320837024.088,wnabellenoffertesstart,35000.0,177134,False,1123865.473999977
11169.0,COMPLETE,670.0,0.3184833333333333,36035.5029,46.0,11.0,2.0,11.0,712.0,1320837043.197,wnabellenoffertescomplete,35000.0,177134,False,1123846.3650000095
11169.0,START,764.0,7294.033466666667,43329.53636666667,47.0,11.0,0.0,12.0,758.0,1321274685.205,wnabellenoffertesstart,35000.0,177134,False,686204.3570001125
11169.0,COMPLETE,769.0,4.673866666666667,43334.21023333333,48.0,11.0,0.0,12.0,758.0,1321274965.637,wnabellenoffertescomplete,35000.0,177134,False,685923.9249999523
11169.0,START,952.0,6.21575,17515.68395,28.0,10.0,3.0,15.0,653.0,1319730747.444,wnabellenincompletedossiersstart,10000.0,177140,False,65150.334000110626
11169.0,COMPLETE,952.0,0.0239666666666666,17515.707916666666,29.0,10.0,3.0,15.0,653.0,1319730748.882,wnabellenincompletedossierscomplete,10000.0,177140,False,65148.896000146866
11169.0,START,1058.0,106.08658333333334,17621.7945,30.0,10.0,3.0,17.0,653.0,1319737114.077,wnabellenincompletedossiersstart,10000.0,177140,False,58783.70100021362
11169.0,COMPLETE,1058.0,0.0317,17621.8262,31.0,10.0,3.0,17.0,653.0,1319737115.979,wnabellenincompletedossierscomplete,10000.0,177140,False,58781.799000024796
11169.0,START,894.0,1647.16565,2622.427283333333,22.0,10.0,1.0,14.0,503.0,1318949679.105,wnabellenoffertesstart,12000.0,177323,False,697989.114000082
11169.0,COMPLETE,903.0,0.0,2631.5395,23.0,10.0,1.0,15.0,502.0,1318950225.838,ocancelledcomplete,12000.0,177323,False,697442.381000042
11169.0,COMPLETE,903.0,9.112216666666669,2631.5395,24.0,10.0,1.0,15.0,502.0,1318950225.838,oselectedcomplete,12000.0,177323,False,697442.381000042
11169.0,COMPLETE,903.0,0.0381166666666666,2631.5776166666665,25.0,10.0,1.0,15.0,502.0,1318950228.125,ocreatedcomplete,12000.0,177323,False,697440.0940001011
11169.0,COMPLETE,903.0,0.0011,2631.578716666667,26.0,10.0,1.0,15.0,502.0,1318950228.191,osentcomplete,12000.0,177323,False,697440.0280001163
11169.0,SCHEDULE,903.0,0.0018666666666666,2631.5805833333334,27.0,10.0,1.0,15.0,502.0,1318950228.303,wnabellenoffertesschedule,12000.0,177323,False,697439.9160001278
11169.0,COMPLETE,903.0,0.0368666666666666,2631.61745,28.0,10.0,1.0,15.0,502.0,1318950230.515,wnabellenoffertescomplete,12000.0,177323,False,697437.7039999962
11169.0,START,767.0,8503.41605,11135.0335,29.0,10.0,0.0,12.0,628.0,1319460435.478,wnabellenoffertesstart,12000.0,177323,False,187232.74100017548
11169.0,START,823.0,132.8192,15964.403283333331,24.0,10.0,4.0,13.0,665.0,1319809417.941,wnabellenincompletedossiersstart,5000.0,177426,False,251146.41100001335
11169.0,COMPLETE,826.0,2.633183333333333,15967.036466666666,25.0,10.0,4.0,13.0,665.0,1319809575.932,wnabellenincompletedossierscomplete,5000.0,177426,False,250988.4200000763
11169.0,START,844.0,0.3139166666666667,15985.468733333331,30.0,10.0,4.0,14.0,665.0,1319810681.868,wnabellenincompletedossiersstart,5000.0,177426,False,249882.48399996758
11169.0,COMPLETE,845.0,0.3568166666666666,15985.82555,31.0,10.0,4.0,14.0,665.0,1319810703.277,wnabellenincompletedossierscomplete,5000.0,177426,False,249861.07500004768
11169.0,START,967.0,1562.7204833333333,17548.546033333332,32.0,10.0,5.0,16.0,657.0,1319904466.506,wnabellenincompletedossiersstart,5000.0,177426,False,156097.84599995613
11169.0,COMPLETE,1044.0,76.77248333333333,17625.318516666666,33.0,10.0,5.0,17.0,655.0,1319909072.855,wnabellenincompletedossierscomplete,5000.0,177426,False,151491.49699997902
11169.0,START,898.0,76.02075,4429.610733333333,22.0,10.0,3.0,14.0,546.0,1319122729.421,wnabellenoffertesstart,17000.0,177471,False,713929.4800000191
11169.0,COMPLETE,901.0,2.4194166666666668,4432.03015,23.0,10.0,3.0,15.0,546.0,1319122874.586,wnabellenoffertescomplete,17000.0,177471,False,713784.3150000572
11169.0,START,688.0,5547.681683333333,9979.711833333333,24.0,10.0,0.0,11.0,626.0,1319455735.487,wnabellenoffertesstart,17000.0,177471,False,380923.41400003433
11169.0,START,970.0,378.0932833333333,24520.034766666668,59.0,11.0,3.0,16.0,681.0,1320336645.769,wnabellenincompletedossiersstart,46000.0,177504,True,79526.17999982834
11169.0,SCHEDULE,985.0,14.996866666666667,24535.03163333333,60.0,11.0,3.0,16.0,681.0,1320337545.581,wvaliderenaanvraagschedule,46000.0,177504,True,78626.3679997921
11169.0,COMPLETE,985.0,0.0384666666666666,24535.0701,61.0,11.0,3.0,16.0,681.0,1320337547.889,wnabellenincompletedossierscomplete,46000.0,177504,True,78624.05999994278
11169.0,START,1063.0,442.1657666666667,4441.190866666667,28.0,10.0,3.0,17.0,553.0,1319132598.648,wnabellenincompletedossiersstart,7140.0,177519,False,325657.87700009346
11169.0,COMPLETE,1064.0,1.2878833333333333,4442.47875,29.0,10.0,3.0,17.0,553.0,1319132675.921,wnabellenincompletedossierscomplete,7140.0,177519,False,325580.60400009155
11169.0,START,1065.0,1.102666666666667,4443.581416666667,30.0,10.0,3.0,17.0,553.0,1319132742.081,wnabellenincompletedossiersstart,7140.0,177519,False,325514.4440000057
