Responsible_actor;SUMleges;Case ID;Aanleg (Uitvoeren werk of werkzaamheid);Bouw;Brandveilig gebruik (vergunning);Gebiedsbescherming;Handelen in strijd met regels RO;Inrit/Uitweg;Kap;Milieu (neutraal wijziging);Milieu (omgevingsvergunning beperkte milieutoets);Milieu (vergunning);Monument;Reclame;Sloop;Activity;monitoringResource;question;Resource;Complete Timestamp;duration;month;weekday;hour;remtime;elapsed
560852;67.44;5226705;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_190\\complete;560852;True;560852;2011-07-06 23:22:29;0.08333333333330001;7;2;23;5417431.0;141749.0
560852;67.44;5226705;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_180\\complete;560852;False;560852;2011-07-06 23:22:24;0.05;7;2;23;5417436.0;141744.0
560852;67.44;5226705;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_120\\complete;560852;EMPTY;560852;2011-07-06 23:22:21;0.0333333333333;7;2;23;5417439.0;141741.0
560852;67.44;5226705;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_110\\complete;560852;EMPTY;560852;2011-07-06 23:22:19;0.25;7;2;23;5417441.0;141739.0
560852;67.44;5226705;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_065_1\\complete;560852;EMPTY;560852;2011-07-06 23:22:04;0.833333333333;7;2;23;5417456.0;141724.0
560852;67.44;5226705;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_060\\complete;560852;True;560852;2011-07-06 23:21:14;0.08333333333330001;7;2;23;5417506.0;141674.0
560852;67.44;5226705;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_040\\complete;560852;False;560852;2011-07-06 23:21:09;0.0;7;2;23;5417511.0;141669.0
560852;67.44;5226705;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_050\\complete;560852;False;560852;2011-07-06 23:21:09;0.166666666667;7;2;23;5417511.0;141669.0
560852;67.44;5226705;0;1;0;0;0;0;0;0;0;0;0;0;0;05_EIND_010\\complete;560852;False;560852;2011-07-06 23:20:59;0.166666666667;7;2;23;5417521.0;141659.0
560852;67.44;5226705;0;1;0;0;0;0;0;0;0;0;0;0;0;14_VRIJ_010\\complete;560852;False;560852;2011-07-06 23:20:49;1623.45;7;2;23;5417531.0;141649.0
560852;67.44;5226705;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_030_2\\complete;560852;EMPTY;560781;2011-07-05 20:17:22;0.0;7;1;20;5514938.0;44242.0
560852;67.44;5226705;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_030_1\\complete;560852;EMPTY;560781;2011-07-05 20:17:22;0.0333333333333;7;1;20;5514938.0;44242.0
560852;67.44;5226705;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_020\\complete;560852;True;560781;2011-07-05 20:17:20;0.15;7;1;20;5514940.0;44240.0
560852;67.44;5226705;0;1;0;0;0;0;0;0;0;0;0;0;0;03_GBH_005\\complete;560852;True;560781;2011-07-05 20:17:11;0.0;7;1;20;5514949.0;44231.0
560852;67.44;5226705;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_015\\complete;560852;EMPTY;560781;2011-07-05 20:17:11;737.1833333330001;7;1;20;5514949.0;44231.0
560852;67.44;5226705;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_065_2\\complete;560852;EMPTY;560852;2011-07-05 08:00:00;0.0;7;1;8;5559180.0;0.0
560852;67.44;5226705;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_010\\complete;560852;EMPTY;560781;2011-07-05 08:00:00;0.0;7;1;8;5559180.0;0.0
1550894;2037.6912;5231352;0;1;0;0;0;0;0;0;0;0;0;0;0;01_BB_540\\complete;1550894;False;560752;2011-10-24 19:35:35;46775.5833333;10;0;19;0.0;9632135.0
1550894;2037.6912;5231352;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_530\\complete;1550894;EMPTY;560752;2011-09-22 08:00:00;10933.0;9;3;8;2806535.0;6825600.0
1550894;2037.6912;5231352;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_520\\complete;1550894;EMPTY;560752;2011-09-14 17:47:00;3467.0;9;2;17;3462515.0;6169620.0
1550894;2037.6912;5231352;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_510_2\\complete;1550894;EMPTY;560752;2011-09-12 08:00:00;4771.68333333;9;0;8;3670535.0;5961600.0
1550894;2037.6912;5231352;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_510_1\\complete;1550894;EMPTY;560821;2011-09-09 00:28:19;0.483333333333;9;4;0;3956836.0;5675299.0
1550894;2037.6912;5231352;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_495\\complete;1550894;EMPTY;560821;2011-09-09 00:27:50;987.833333333;9;4;0;3956865.0;5675270.0
1550894;2037.6912;5231352;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_490_3\\complete;1550894;EMPTY;560821;2011-09-08 08:00:00;9213.4;9;3;8;4016135.0;5616000.0
1550894;2037.6912;5231352;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_490_2\\complete;1550894;EMPTY;1550894;2011-09-01 22:26:36;0.0166666666667;9;3;22;4568939.0;5063196.0
1550894;2037.6912;5231352;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_490_1\\complete;1550894;EMPTY;1550894;2011-09-01 22:26:35;0.0;9;3;22;4568940.0;5063195.0
1550894;2037.6912;5231352;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_480\\complete;1550894;False;1550894;2011-09-01 22:26:35;0.0333333333333;9;3;22;4568940.0;5063195.0
1550894;2037.6912;5231352;0;1;0;0;0;0;0;0;0;0;0;0;0;06_VD_010\\complete;1550894;False;1550894;2011-09-01 22:26:33;223.466666667;9;3;22;4568942.0;5063193.0
1550894;2037.6912;5231352;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_470\\complete;1550894;False;1550894;2011-09-01 18:43:05;0.06666666666669999;9;3;18;4582350.0;5049785.0
1550894;2037.6912;5231352;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_430\\complete;1550894;False;1550894;2011-09-01 18:43:01;0.0;9;3;18;4582354.0;5049781.0
1550894;2037.6912;5231352;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_370\\complete;1550894;EMPTY;1550894;2011-09-01 18:43:01;0.0;9;3;18;4582354.0;5049781.0
1550894;2037.6912;5231352;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_380\\complete;1550894;False;1550894;2011-09-01 18:43:01;0.0;9;3;18;4582354.0;5049781.0
1550894;2037.6912;5231352;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_375\\complete;1550894;EMPTY;1550894;2011-09-01 18:43:01;0.0;9;3;18;4582354.0;5049781.0
1550894;2037.6912;5231352;0;1;0;0;0;0;0;0;0;0;0;0;0;09_AH_I_010\\complete;1550894;False;1550894;2011-09-01 18:43:01;2.0;9;3;18;4582354.0;5049781.0
1550894;2037.6912;5231352;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_330\\complete;1550894;False;1550894;2011-09-01 18:41:01;0.05;9;3;18;4582474.0;5049661.0
1550894;2037.6912;5231352;0;1;0;0;0;0;0;0;0;0;0;0;0;15_NGV_010\\complete;1550894;False;1550894;2011-09-01 18:40:58;2.91666666667;9;3;18;4582477.0;5049658.0
1550894;2037.6912;5231352;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_260\\complete;1550894;EMPTY;1550894;2011-09-01 18:38:03;0.0166666666667;9;3;18;4582652.0;5049483.0
1550894;2037.6912;5231352;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_250\\complete;1550894;EMPTY;1550894;2011-09-01 18:38:02;0.0166666666667;9;3;18;4582653.0;5049482.0
1550894;2037.6912;5231352;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_190\\complete;1550894;True;1550894;2011-09-01 18:38:01;0.0;9;3;18;4582654.0;5049481.0
1550894;2037.6912;5231352;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_195\\complete;1550894;EMPTY;1550894;2011-09-01 18:38:01;0.0;9;3;18;4582654.0;5049481.0
1550894;2037.6912;5231352;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_200\\complete;1550894;False;1550894;2011-09-01 18:38:01;56.6833333333;9;3;18;4582654.0;5049481.0
1550894;2037.6912;5231352;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_180\\complete;1550894;False;1550894;2011-09-01 17:41:20;0.0333333333333;9;3;17;4586055.0;5046080.0
1550894;2037.6912;5231352;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_120\\complete;1550894;EMPTY;1550894;2011-09-01 17:41:18;0.0333333333333;9;3;17;4586057.0;5046078.0
1550894;2037.6912;5231352;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_110\\complete;1550894;EMPTY;1550894;2011-09-01 17:41:16;21463.25;9;3;17;4586059.0;5046076.0
1550894;2037.6912;5231352;0;1;0;0;0;0;0;0;0;0;0;0;0;08_AWB45_170\\complete;1550894;False;560821;2011-08-17 19:58:01;0.166666666667;8;2;19;5873854.0;3758281.0
1550894;2037.6912;5231352;0;1;0;0;0;0;0;0;0;0;0;0;0;05_EIND_010\\complete;1550894;False;560821;2011-08-17 19:57:51;0.0;8;2;19;5873864.0;3758271.0
1550894;2037.6912;5231352;0;1;0;0;0;0;0;0;0;0;0;0;0;03_GBH_005\\complete;1550894;True;560821;2011-08-17 19:57:51;0.0;8;2;19;5873864.0;3758271.0
1550894;2037.6912;5231352;0;1;0;0;0;0;0;0;0;0;0;0;0;14_VRIJ_010\\complete;1550894;False;560821;2011-08-17 19:57:51;0.0166666666667;8;2;19;5873864.0;3758271.0
1550894;2037.6912;5231352;0;1;0;0;0;0;0;0;0;0;0;0;0;08_AWB45_010\\complete;1550894;42;560821;2011-08-17 19:57:50;0.0;8;2;19;5873865.0;3758270.0
1550894;2037.6912;5231352;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_180\\complete;1550894;False;560821;2011-08-17 19:57:50;0.0;8;2;19;5873865.0;3758270.0
1550894;2037.6912;5231352;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_020\\complete;1550894;False;560821;2011-08-17 19:57:50;0.0;8;2;19;5873865.0;3758270.0
1550894;2037.6912;5231352;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_040\\complete;1550894;False;560821;2011-08-17 19:57:50;0.0;8;2;19;5873865.0;3758270.0
1550894;2037.6912;5231352;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_050\\complete;1550894;False;560821;2011-08-17 19:57:50;0.0;8;2;19;5873865.0;3758270.0
1550894;2037.6912;5231352;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_060\\complete;1550894;True;560821;2011-08-17 19:57:50;0.0;8;2;19;5873865.0;3758270.0
1550894;2037.6912;5231352;0;1;0;0;0;0;0;0;0;0;0;0;0;07_OPS_010\\complete;1550894;False;560821;2011-08-17 19:57:50;0.0;8;2;19;5873865.0;3758270.0
1550894;2037.6912;5231352;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_101\\complete;1550894;other;560821;2011-08-17 19:57:50;0.0;8;2;19;5873865.0;3758270.0
1550894;2037.6912;5231352;0;1;0;0;0;0;0;0;0;0;0;0;0;08_AWB45_030\\complete;1550894;True;560821;2011-08-17 19:57:50;0.0;8;2;19;5873865.0;3758270.0
1550894;2037.6912;5231352;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_190\\complete;1550894;False;560821;2011-08-17 19:57:50;0.0;8;2;19;5873865.0;3758270.0
1550894;2037.6912;5231352;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_065_1\\complete;1550894;EMPTY;560821;2011-08-17 19:57:50;0.0;8;2;19;5873865.0;3758270.0
1550894;2037.6912;5231352;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_120\\complete;1550894;EMPTY;560821;2011-08-17 19:57:50;0.0;8;2;19;5873865.0;3758270.0
1550894;2037.6912;5231352;0;1;0;0;0;0;0;0;0;0;0;0;0;08_AWB45_020_1\\complete;1550894;EMPTY;560821;2011-08-17 19:57:50;0.0;8;2;19;5873865.0;3758270.0
1550894;2037.6912;5231352;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_110\\complete;1550894;EMPTY;560821;2011-08-17 19:57:50;0.0166666666667;8;2;19;5873865.0;3758270.0
1550894;2037.6912;5231352;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_015\\complete;1550894;EMPTY;560821;2011-08-17 19:57:49;2157.81666667;8;2;19;5873866.0;3758269.0
1550894;2037.6912;5231352;0;1;0;0;0;0;0;0;0;0;0;0;0;08_AWB45_040\\complete;1550894;other;560821;2011-08-16 08:00:00;36903.95;8;1;8;6003335.0;3628800.0
1550894;2037.6912;5231352;0;1;0;0;0;0;0;0;0;0;0;0;0;08_AWB45_020_2\\complete;1550894;EMPTY;560781;2011-07-21 16:56:03;20109.8166667;7;3;16;8217572.0;1414563.0
1550894;2037.6912;5231352;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_065_2\\complete;1550894;EMPTY;560752;2011-07-07 17:46:14;3466.23333333;7;3;17;9424161.0;207974.0
1550894;2037.6912;5231352;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_010\\complete;560752;EMPTY;560752;2011-07-05 08:00:00;0.0;7;1;8;9632135.0;0.0
1550894;1488.3165;5232749;0;1;0;0;0;0;0;0;0;0;0;0;0;01_BB_540\\complete;1550894;False;560752;2011-09-07 16:25:34;39385.5666667;9;2;16;0.0;5353222.0
1550894;1488.3165;5232749;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_530\\complete;1550894;EMPTY;560781;2011-08-11 08:00:00;30240.0;8;3;8;2363134.0;2990088.0
1550894;1488.3165;5232749;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_101\\complete;1550894;other;1550894;2011-07-21 08:00:00;2297.43333333;7;3;8;4177534.0;1175688.0
1550894;1488.3165;5232749;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_520\\complete;1550894;EMPTY;560781;2011-07-19 17:42:34;582.5666666669999;7;1;17;4315380.0;1037842.0
1550894;1488.3165;5232749;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_510_2\\complete;1550894;EMPTY;560781;2011-07-19 08:00:00;785.5666666669999;7;1;8;4350334.0;1002888.0
1550894;1488.3165;5232749;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_510_1\\complete;1550894;EMPTY;560781;2011-07-18 18:54:26;0.0333333333333;7;0;18;4397468.0;955754.0
1550894;1488.3165;5232749;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_495\\complete;1550894;EMPTY;560781;2011-07-18 18:54:24;0.05;7;0;18;4397470.0;955752.0
1550894;1488.3165;5232749;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_490_2\\complete;1550894;EMPTY;560781;2011-07-18 18:54:21;0.0;7;0;18;4397473.0;955749.0
1550894;1488.3165;5232749;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_490_3\\complete;1550894;EMPTY;560781;2011-07-18 18:54:21;8691.21666667;7;0;18;4397473.0;955749.0
1550894;1488.3165;5232749;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_480\\complete;1550894;False;1550894;2011-07-12 18:03:08;0.0;7;1;18;4918946.0;434276.0
1550894;1488.3165;5232749;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_490_1\\complete;1550894;EMPTY;1550894;2011-07-12 18:03:08;0.05;7;1;18;4918946.0;434276.0
1550894;1488.3165;5232749;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_470\\complete;1550894;False;1550894;2011-07-12 18:03:05;0.0166666666667;7;1;18;4918949.0;434273.0
1550894;1488.3165;5232749;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_430\\complete;1550894;False;1550894;2011-07-12 18:03:04;0.0166666666667;7;1;18;4918950.0;434272.0
1550894;1488.3165;5232749;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_380\\complete;1550894;False;1550894;2011-07-12 18:03:03;0.05;7;1;18;4918951.0;434271.0
1550894;1488.3165;5232749;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_370\\complete;1550894;EMPTY;1550894;2011-07-12 18:03:00;0.0;7;1;18;4918954.0;434268.0
1550894;1488.3165;5232749;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_375\\complete;1550894;EMPTY;1550894;2011-07-12 18:03:00;0.0166666666667;7;1;18;4918954.0;434268.0
1550894;1488.3165;5232749;0;1;0;0;0;0;0;0;0;0;0;0;0;09_AH_I_010\\complete;1550894;False;1550894;2011-07-12 18:02:59;0.116666666667;7;1;18;4918955.0;434267.0
1550894;1488.3165;5232749;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_330\\complete;1550894;False;1550894;2011-07-12 18:02:52;0.0333333333333;7;1;18;4918962.0;434260.0
1550894;1488.3165;5232749;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_260\\complete;1550894;EMPTY;1550894;2011-07-12 18:02:50;0.0333333333333;7;1;18;4918964.0;434258.0
1550894;1488.3165;5232749;0;1;0;0;0;0;0;0;0;0;0;0;0;15_NGV_010\\complete;1550894;False;1550894;2011-07-12 18:02:48;0.233333333333;7;1;18;4918966.0;434256.0
1550894;1488.3165;5232749;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_250\\complete;1550894;EMPTY;1550894;2011-07-12 18:02:34;0.0333333333333;7;1;18;4918980.0;434242.0
1550894;1488.3165;5232749;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_200\\complete;1550894;False;1550894;2011-07-12 18:02:32;0.0166666666667;7;1;18;4918982.0;434240.0
1550894;1488.3165;5232749;0;1;0;0;0;0;0;0;0;0;0;0;0;06_VD_010\\complete;1550894;False;1550894;2011-07-12 18:02:31;0.0333333333333;7;1;18;4918983.0;434239.0
1550894;1488.3165;5232749;0;1;0;0;0;0;0;0;0;0;0;0;0;07_OPS_010\\complete;1550894;False;1550894;2011-07-12 18:02:29;0.08333333333330001;7;1;18;4918985.0;434237.0
1550894;1488.3165;5232749;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_195\\complete;1550894;EMPTY;1550894;2011-07-12 18:02:24;0.0166666666667;7;1;18;4918990.0;434232.0
1550894;1488.3165;5232749;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_190\\complete;1550894;True;1550894;2011-07-12 18:02:23;6884.63333333;7;1;18;4918991.0;434231.0
1550894;1488.3165;5232749;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_180\\complete;1550894;False;1550894;2011-07-07 23:17:45;0.283333333333;7;3;23;5332069.0;21153.0
1550894;1488.3165;5232749;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_120\\complete;1550894;EMPTY;1550894;2011-07-07 23:17:28;0.5;7;3;23;5332086.0;21136.0
1550894;1488.3165;5232749;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_110\\complete;1550894;EMPTY;1550894;2011-07-07 23:16:58;0.08333333333330001;7;3;23;5332116.0;21106.0
1550894;1488.3165;5232749;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_065_1\\complete;1550894;EMPTY;1550894;2011-07-07 23:16:53;0.0;7;3;23;5332121.0;21101.0
1550894;1488.3165;5232749;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_065_2\\complete;1550894;EMPTY;1550894;2011-07-07 23:16:53;0.0333333333333;7;3;23;5332121.0;21101.0
1550894;1488.3165;5232749;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_060\\complete;1550894;True;1550894;2011-07-07 23:16:51;0.1;7;3;23;5332123.0;21099.0
1550894;1488.3165;5232749;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_050\\complete;1550894;False;1550894;2011-07-07 23:16:45;0.0;7;3;23;5332129.0;21093.0
1550894;1488.3165;5232749;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_040\\complete;1550894;False;1550894;2011-07-07 23:16:45;0.05;7;3;23;5332129.0;21093.0
1550894;1488.3165;5232749;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_030_2\\complete;1550894;EMPTY;1550894;2011-07-07 23:16:42;0.0;7;3;23;5332132.0;21090.0
1550894;1488.3165;5232749;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_030_1\\complete;1550894;EMPTY;1550894;2011-07-07 23:16:42;0.0166666666667;7;3;23;5332132.0;21090.0
1550894;1488.3165;5232749;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_020\\complete;1550894;True;1550894;2011-07-07 23:16:41;0.1;7;3;23;5332133.0;21089.0
1550894;1488.3165;5232749;0;1;0;0;0;0;0;0;0;0;0;0;0;14_VRIJ_010\\complete;1550894;False;1550894;2011-07-07 23:16:35;0.05;7;3;23;5332139.0;21083.0
1550894;1488.3165;5232749;0;1;0;0;0;0;0;0;0;0;0;0;0;05_EIND_010\\complete;1550894;False;1550894;2011-07-07 23:16:32;0.05;7;3;23;5332142.0;21080.0
1550894;1488.3165;5232749;0;1;0;0;0;0;0;0;0;0;0;0;0;03_GBH_005\\complete;1550894;True;1550894;2011-07-07 23:16:29;0.0166666666667;7;3;23;5332145.0;21077.0
1550894;1488.3165;5232749;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_015\\complete;1550894;EMPTY;1550894;2011-07-07 23:16:28;351.266666667;7;3;23;5332146.0;21076.0
1550894;1488.3165;5232749;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_010\\complete;1550894;EMPTY;1550894;2011-07-07 17:25:12;0.0;7;3;17;5353222.0;0.0
560852;306.38833999999997;5234097;0;1;0;0;0;0;0;0;0;0;0;0;0;01_BB_540\\complete;560852;False;560752;2011-09-07 16:26:04;69626.06666669999;9;2;16;0.0;5559964.0
560852;306.38833999999997;5234097;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_530\\complete;560852;EMPTY;560781;2011-07-21 08:00:00;10080.0;7;3;8;4177564.0;1382400.0
560852;306.38833999999997;5234097;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_101\\complete;560852;other;560752;2011-07-14 08:00:00;856.4333333330001;7;3;8;4782364.0;777600.0
560852;306.38833999999997;5234097;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_520\\complete;560852;EMPTY;560781;2011-07-13 17:43:34;583.5666666669999;7;2;17;4833750.0;726214.0
560852;306.38833999999997;5234097;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_510_2\\complete;560852;EMPTY;560781;2011-07-13 08:00:00;733.8;7;2;8;4868764.0;691200.0
560852;306.38833999999997;5234097;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_510_1\\complete;560852;EMPTY;560781;2011-07-12 19:46:12;0.1;7;1;19;4912792.0;647172.0
560852;306.38833999999997;5234097;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_495\\complete;560852;EMPTY;560781;2011-07-12 19:46:06;0.0333333333333;7;1;19;4912798.0;647166.0
560852;306.38833999999997;5234097;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_490_2\\complete;560852;EMPTY;560781;2011-07-12 19:46:04;0.0;7;1;19;4912800.0;647164.0
560852;306.38833999999997;5234097;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_490_3\\complete;560852;EMPTY;560781;2011-07-12 19:46:04;1135.65;7;1;19;4912800.0;647164.0
560852;306.38833999999997;5234097;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_490_1\\complete;560852;EMPTY;560852;2011-07-12 00:50:25;0.0;7;1;0;4980939.0;579025.0
560852;306.38833999999997;5234097;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_480\\complete;560852;False;560852;2011-07-12 00:50:25;0.1;7;1;0;4980939.0;579025.0
560852;306.38833999999997;5234097;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_470\\complete;560852;False;560852;2011-07-12 00:50:19;2.5;7;1;0;4980945.0;579019.0
560852;306.38833999999997;5234097;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_430\\complete;560852;False;560852;2011-07-12 00:47:49;0.08333333333330001;7;1;0;4981095.0;578869.0
560852;306.38833999999997;5234097;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_380\\complete;560852;False;560852;2011-07-12 00:47:44;0.05;7;1;0;4981100.0;578864.0
560852;306.38833999999997;5234097;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_375\\complete;560852;EMPTY;560852;2011-07-12 00:47:41;0.0;7;1;0;4981103.0;578861.0
560852;306.38833999999997;5234097;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_370\\complete;560852;EMPTY;560852;2011-07-12 00:47:41;0.0333333333333;7;1;0;4981103.0;578861.0
560852;306.38833999999997;5234097;0;1;0;0;0;0;0;0;0;0;0;0;0;09_AH_I_010\\complete;560852;False;560852;2011-07-12 00:47:39;0.0333333333333;7;1;0;4981105.0;578859.0
560852;306.38833999999997;5234097;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_330\\complete;560852;False;560852;2011-07-12 00:47:37;0.08333333333330001;7;1;0;4981107.0;578857.0
560852;306.38833999999997;5234097;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_260\\complete;560852;EMPTY;560852;2011-07-12 00:47:32;0.0166666666667;7;1;0;4981112.0;578852.0
560852;306.38833999999997;5234097;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_250\\complete;560852;EMPTY;560852;2011-07-12 00:47:31;0.0333333333333;7;1;0;4981113.0;578851.0
560852;306.38833999999997;5234097;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_200\\complete;560852;False;560852;2011-07-12 00:47:29;0.06666666666669999;7;1;0;4981115.0;578849.0
560852;306.38833999999997;5234097;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_195\\complete;560852;EMPTY;560852;2011-07-12 00:47:25;0.0;7;1;0;4981119.0;578845.0
560852;306.38833999999997;5234097;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_190\\complete;560852;True;560852;2011-07-12 00:47:25;0.95;7;1;0;4981119.0;578845.0
560852;306.38833999999997;5234097;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_180\\complete;560852;False;560852;2011-07-12 00:46:28;0.06666666666669999;7;1;0;4981176.0;578788.0
560852;306.38833999999997;5234097;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_120\\complete;560852;EMPTY;560852;2011-07-12 00:46:24;0.0333333333333;7;1;0;4981180.0;578784.0
560852;306.38833999999997;5234097;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_110\\complete;560852;EMPTY;560852;2011-07-12 00:46:22;0.06666666666669999;7;1;0;4981182.0;578782.0
560852;306.38833999999997;5234097;0;1;0;0;0;0;0;0;0;0;0;0;0;06_VD_010\\complete;560852;False;560852;2011-07-12 00:46:18;0.06666666666669999;7;1;0;4981186.0;578778.0
