Case ID;Resource;customer;org.resource;product;responsible_section;seriousness;service_level;service_type;support_section;workgroup;Complete Timestamp;remtime;elapsed;Activity;open_cases
390;Value2;Value103;Value2;Value3;Value2;Value2;Value2;Value1;Value3;Value1;2010-01-18 08:30:02;139;0;Asss;8
390;Value2;Value103;Value2;Value3;Value2;Value2;Value2;Value1;Value3;Value1;2010-01-18 08:30:24;117;22;Tict;8
390;Value2;Value103;Value2;Value3;Value2;Value2;Value2;Value1;Value3;Value1;2010-01-18 08:32:21;0;139;Rslt;7
391;Value1;Value14;Value1;Value2;Value1;Value2;Value2;Value1;Value1;Value1;2011-09-15 08:30:24;427840;0;Asss;29
391;Value1;Value14;Value1;Value2;Value1;Value2;Value2;Value1;Value1;Value1;2011-09-16 13:54:21;322003;105837;Tict;32
391;Value1;Value14;Value1;Value2;Value1;Value2;Value2;Value1;Value1;Value1;2011-09-20 07:21:04;0;427840;Rslt;33
392;Value1;Value161;Value1;Value1;Value1;Value2;Value2;Value1;Value1;Value1;2012-03-12 08:57:46;17960;0;Asss;21
392;Value9;Value161;Value9;Value1;Value1;Value2;Value2;Value1;Value1;Value1;2012-03-12 13:53:29;217;17743;Rslt;20
392;Value9;Value161;Value9;Value1;Value1;Value2;Value2;Value1;Value1;Value1;2012-03-12 13:57:06;0;17960;Rslt;19
393;Value9;Value22;Value9;Value3;Value1;Value4;Value2;Value1;Value1;Value1;2010-10-25 09:09:25;360051;0;Asss;25
393;Value19;Value22;Value19;Value3;Value1;Value4;Value2;Value1;Value1;Value1;2010-10-29 13:07:35;161;359890;Tict;24
393;Value19;Value22;Value19;Value3;Value1;Value4;Value2;Value1;Value1;Value1;2010-10-29 13:10:16;0;360051;Rslt;23
394;Value1;Value51;Value1;Value8;Value1;Value1;Value2;Value1;Value1;Value1;2012-01-12 11:02:38;81247;0;Asss;45
394;Value2;Value51;Value2;Value8;Value1;Value1;Value2;Value1;Value1;Value1;2012-01-13 08:45:33;3072;78175;Tict;45
394;Value2;Value51;Value2;Value8;Value1;Value1;Value2;Value1;Value1;Value1;2012-01-13 09:36:45;0;81247;Rslt;43
395;Value1;Value89;Value1;Value1;Value1;Value1;Value2;Value1;Value1;Value1;2011-12-15 09:32:48;1016;0;Asss;29
395;Value1;Value89;Value1;Value1;Value1;Value1;Value2;Value1;Value1;Value1;2011-12-15 09:32:56;1008;8;Tict;29
395;Value1;Value89;Value1;Value1;Value1;Value1;Value2;Value1;Value1;Value1;2011-12-15 09:49:44;0;1016;Rslt;28
396;Value9;Value75;Value9;Value3;Value1;Value1;Value3;Value1;Value1;Value1;2010-09-23 08:34:03;367435;0;Asss;10
396;Value2;Value75;Value2;Value3;Value1;Value1;Value3;Value1;Value1;Value1;2010-09-23 09:18:15;364783;2652;Asss;8
396;Value2;Value75;Value2;Value3;Value1;Value1;Value3;Value1;Value1;Value1;2010-09-23 14:36:50;345668;21767;Tict;7
396;Value2;Value75;Value2;Value3;Value1;Value1;Value3;Value1;Value1;Value1;2010-09-27 14:37:58;0;367435;Rslt;10
397;Value1;Value92;Value1;Value3;Value1;Value2;Value2;Value2;Value1;Value2;2012-08-02 14:00:24;58312;0;Asss;57
397;Value6;Value92;Value6;Value3;Value1;Value2;Value2;Value2;Value1;Value2;2012-08-03 06:04:30;466;57846;Tict;55
397;Value6;Value92;Value6;Value3;Value1;Value2;Value2;Value2;Value1;Value2;2012-08-03 06:12:16;0;58312;Rslt;54
398;Value1;Value35;Value1;Value3;Value1;Value2;Value2;Value2;Value1;Value2;2012-01-25 07:03:28;2971147;0;Asss;33
398;Value6;Value35;Value6;Value3;Value1;Value2;Value2;Value2;Value1;Value2;2012-01-25 07:39:20;2968995;2152;Tict;33
398;Value12;Value35;Value12;Value3;Value1;Value2;Value2;Value2;Value1;Value2;2012-02-01 10:39:56;2353359;617788;Wait;24
398;Value12;Value35;Value12;Value3;Value1;Value2;Value2;Value2;Value1;Value2;2012-02-28 16:22:35;0;2971147;Rslt;31
400;Value1;Value126;Value1;Value17;Value1;Value1;Value2;Value1;Value1;Value1;2011-09-22 08:13:24;1053756;0;Asss;41
400;Value10;Value126;Value10;Value17;Value1;Value1;Value2;Value1;Value1;Value1;2011-09-28 06:08:53;542827;510929;Tict;37
400;Value10;Value126;Value10;Value17;Value1;Value1;Value2;Value1;Value1;Value1;2011-10-04 12:56:00;0;1053756;Rslt;32
401;Value2;Value152;Value2;Value3;Value2;Value1;Value2;Value1;Value3;Value1;2010-03-22 15:51:36;3265830;0;Asss;20
401;Value2;Value152;Value2;Value3;Value2;Value1;Value2;Value1;Value3;Value1;2010-04-29 12:01:59;7;3265823;Tict;44
401;Value2;Value152;Value2;Value3;Value2;Value1;Value2;Value1;Value3;Value1;2010-04-29 12:02:06;0;3265830;Rslt;43
403;Value4;Value92;Value4;Value3;Value1;Value2;Value2;Value2;Value1;Value2;2012-01-17 07:42:15;84934;0;Asss;37
403;Value6;Value92;Value6;Value3;Value1;Value2;Value2;Value2;Value1;Value2;2012-01-18 07:04:57;772;84162;Tict;34
403;Value6;Value92;Value6;Value3;Value1;Value2;Value2;Value2;Value1;Value2;2012-01-18 07:17:49;0;84934;Rslt;36
404;Value2;Value162;Value2;Value3;Value4;Value2;Value3;Value1;Value3;Value3;2010-01-19 16:01:04;1978192;0;Asss;8
404;Value2;Value162;Value2;Value3;Value4;Value2;Value3;Value1;Value3;Value3;2010-02-11 13:30:44;12;1978180;Tict;24
404;Value2;Value162;Value2;Value3;Value4;Value2;Value3;Value1;Value3;Value3;2010-02-11 13:30:56;0;1978192;Rslt;23
406;Value2;Value143;Value2;Value3;Value4;Value1;Value2;Value1;Value3;Value1;2010-01-13 16:25:25;65832;0;Asss;4
406;Value2;Value143;Value2;Value3;Value4;Value1;Value2;Value1;Value3;Value1;2010-01-13 16:25:38;65819;13;Asss;4
406;Value2;Value143;Value2;Value3;Value4;Value1;Value2;Value1;Value3;Value1;2010-01-14 10:42:31;6;65826;Tict;7
406;Value2;Value143;Value2;Value3;Value4;Value1;Value2;Value1;Value3;Value1;2010-01-14 10:42:37;0;65832;Rslt;6
409;Value13;Value100;Value13;Value1;Value1;Value2;Value2;Value1;Value1;Value1;2011-08-29 13:04:10;68128;0;Asss;11
409;Value16;Value100;Value16;Value1;Value1;Value2;Value2;Value1;Value1;Value1;2011-08-30 07:33:47;1551;66577;Tict;16
409;Value16;Value100;Value16;Value1;Value1;Value2;Value2;Value1;Value1;Value1;2011-08-30 07:59:38;0;68128;Rslt;16
410;Value9;Value9;Value9;Value3;Value1;Value2;Value2;Value1;Value1;Value1;2010-11-15 15:40:29;682063;0;Asss;19
410;Value7;Value9;Value7;Value3;Value1;Value2;Value2;Value1;Value1;Value1;2010-11-23 13:07:33;39;682024;Tict;14
410;Value7;Value9;Value7;Value3;Value1;Value2;Value2;Value1;Value1;Value1;2010-11-23 13:08:12;0;682063;Rslt;13
411;Value2;Value86;Value2;Value3;Value1;Value2;Value2;Value1;Value1;Value1;2010-11-26 16:02:49;1196577;0;Asss;16
411;Value14;Value86;Value14;Value3;Value1;Value2;Value2;Value1;Value1;Value1;2010-12-07 13:00:09;257137;939440;Tict;19
411;Value14;Value86;Value14;Value3;Value1;Value2;Value2;Value1;Value1;Value1;2010-12-10 12:25:46;0;1196577;Rslt;19
415;Value13;Value11;Value13;Value4;Value1;Value1;Value2;Value1;Value1;Value1;2012-03-20 10:05:10;101925;0;Asss;24
415;Value13;Value11;Value13;Value4;Value1;Value1;Value2;Value1;Value1;Value1;2012-03-20 10:05:18;101917;8;Tict;24
415;Value1;Value11;Value1;Value4;Value1;Value1;Value2;Value1;Value1;Value1;2012-03-21 14:23:54;1;101924;Rslt;30
415;Value1;Value11;Value1;Value4;Value1;Value1;Value2;Value1;Value1;Value1;2012-03-21 14:23:55;0;101925;Rslt;29
416;Value19;Value163;Value19;Value3;Value1;Value2;Value2;Value1;Value1;Value1;2010-07-09 06:52:27;2446433;0;Asss;29
416;Value9;Value163;Value9;Value3;Value1;Value2;Value2;Value1;Value1;Value1;2010-08-06 14:25:41;39;2446394;Tict;16
416;Value9;Value163;Value9;Value3;Value1;Value2;Value2;Value1;Value1;Value1;2010-08-06 14:26:20;0;2446433;Rslt;15
417;Value13;Value138;Value13;Value1;Value1;Value1;Value3;Value1;Value1;Value1;2012-04-03 15:21:42;1109668;0;Asss;33
417;Value4;Value138;Value4;Value1;Value1;Value1;Value3;Value1;Value1;Value1;2012-04-04 13:04:39;1031491;78177;Tict;32
417;Value2;Value138;Value2;Value1;Value1;Value1;Value3;Value1;Value1;Value1;2012-04-06 06:21:38;882872;226796;Wait;29
417;Value2;Value138;Value2;Value1;Value1;Value1;Value3;Value1;Value1;Value1;2012-04-16 11:36:10;0;1109668;Rslt;31
418;Value1;Value8;Value1;Value3;Value1;Value2;Value2;Value2;Value1;Value2;2012-05-04 14:26:19;241099;0;Asss;38
418;Value6;Value8;Value6;Value3;Value1;Value2;Value2;Value2;Value1;Value2;2012-05-07 05:59:13;12325;228774;Tict;41
418;Value16;Value8;Value16;Value3;Value1;Value2;Value2;Value2;Value1;Value2;2012-05-07 09:24:38;0;241099;Rslt;42
419;Value9;Value22;Value9;Value3;Value1;Value1;Value2;Value1;Value1;Value1;2010-07-02 09:37:18;966259;0;Asss;18
419;Value2;Value22;Value2;Value3;Value1;Value1;Value2;Value1;Value1;Value1;2010-07-02 12:38:42;955375;10884;Tict;19
419;Value2;Value22;Value2;Value3;Value1;Value1;Value2;Value1;Value1;Value1;2010-07-02 12:39:52;955305;10954;Wait;19
419;Value2;Value22;Value2;Value3;Value1;Value1;Value2;Value1;Value1;Value1;2010-07-13 14:01:23;14;966245;Tict;32
419;Value2;Value22;Value2;Value3;Value1;Value1;Value2;Value1;Value1;Value1;2010-07-13 14:01:37;0;966259;Rslt;31
420;Value7;Value37;Value7;Value3;Value1;Value1;Value3;Value1;Value1;Value1;2010-09-15 14:44:34;393;0;Asss;16
420;Value7;Value37;Value7;Value3;Value1;Value1;Value3;Value1;Value1;Value1;2010-09-15 14:51:01;6;387;Tict;16
420;Value7;Value37;Value7;Value3;Value1;Value1;Value3;Value1;Value1;Value1;2010-09-15 14:51:07;0;393;Rslt;15
422;Value8;Value9;Value8;Value3;Value1;Value2;Value2;Value2;Value1;Value2;2011-01-05 14:49:02;404864;0;Asss;45
422;Value12;Value9;Value12;Value3;Value1;Value2;Value2;Value2;Value1;Value2;2011-01-10 07:15:19;87;404777;Tict;46
422;Value12;Value9;Value12;Value3;Value1;Value2;Value2;Value2;Value1;Value2;2011-01-10 07:16:46;0;404864;Rslt;45
423;Value7;Value22;Value7;Value3;Value1;Value2;Value2;Value1;Value1;Value2;2010-09-15 13:38:51;1039432;0;Inst;15
423;Value2;Value22;Value2;Value3;Value1;Value2;Value2;Value1;Value1;Value2;2010-09-16 06:14:36;979687;59745;Asss;14
423;Value6;Value22;Value6;Value3;Value1;Value2;Value2;Value1;Value1;Value2;2010-09-16 08:03:40;973143;66289;Tict;14
423;Value6;Value22;Value6;Value3;Value1;Value2;Value2;Value1;Value1;Value2;2010-09-27 14:22:43;0;1039432;Rslt;10
424;Value1;Value17;Value1;Value1;Value1;Value1;Value2;Value1;Value1;Value1;2012-06-15 14:30:23;240008;0;Asss;42
424;Value1;Value17;Value1;Value1;Value1;Value1;Value2;Value1;Value1;Value1;2012-06-15 14:30:32;239999;9;Tict;42
424;Value1;Value17;Value1;Value1;Value1;Value1;Value2;Value1;Value1;Value1;2012-06-18 09:10:31;0;240008;Rslt;38
424;Value1;Value17;Value1;Value1;Value1;Value1;Value2;Value1;Value1;Value1;2012-06-18 09:10:31;0;240008;Rslt;38
425;Value13;Value63;Value13;Value1;Value1;Value2;Value2;Value1;Value1;Value1;2012-04-16 07:26:13;2601207;0;Asss;33
425;Value2;Value63;Value2;Value1;Value1;Value2;Value2;Value1;Value1;Value1;2012-04-16 13:05:04;2580876;20331;Tict;28
425;Value2;Value63;Value2;Value1;Value1;Value2;Value2;Value1;Value1;Value1;2012-04-17 06:40:48;2517532;83675;Wait;26
425;Value2;Value63;Value2;Value1;Value1;Value2;Value2;Value1;Value1;Value1;2012-05-16 09:59:40;0;2601207;Rslt;26
427;Value4;Value116;Value4;Value4;Value1;Value1;Value1;Value1;Value1;Value1;2012-08-03 06:17:53;167;0;Asss;54
427;Value4;Value116;Value4;Value4;Value1;Value1;Value1;Value1;Value1;Value1;2012-08-03 06:20:15;25;142;Tict;54
427;Value4;Value116;Value4;Value4;Value1;Value1;Value1;Value1;Value1;Value1;2012-08-03 06:20:40;0;167;Rslt;53
428;Value7;Value8;Value7;Value3;Value1;Value1;Value2;Value2;Value1;Value2;2010-10-11 06:49:01;94232;0;Asss;13
428;Value12;Value8;Value12;Value3;Value1;Value1;Value2;Value2;Value1;Value2;2010-10-12 08:58:32;61;94171;Tict;13
428;Value12;Value8;Value12;Value3;Value1;Value1;Value2;Value2;Value1;Value2;2010-10-12 08:59:33;0;94232;Rslt;12
429;Value8;Value81;Value8;Value1;Value1;Value2;Value2;Value1;Value1;Value1;2011-06-21 14:42:53;169999;0;Asss;17
429;Value8;Value81;Value8;Value1;Value1;Value2;Value2;Value1;Value1;Value1;2011-06-21 14:43:03;169989;10;Asss;17
429;Value13;Value81;Value13;Value1;Value1;Value2;Value2;Value1;Value1;Value1;2011-06-23 11:57:37;7115;162884;Tict;18
429;Value13;Value81;Value13;Value1;Value1;Value2;Value2;Value1;Value1;Value1;2011-06-23 13:56:12;0;169999;Rslt;19
430;Value2;Value165;Value2;Value3;Value2;Value1;Value2;Value1;Value2;Value1;2010-02-16 10:00:09;18;0;Asss;21
430;Value2;Value165;Value2;Value3;Value2;Value1;Value2;Value1;Value2;Value1;2010-02-16 10:00:17;10;8;Tict;21
430;Value2;Value165;Value2;Value3;Value2;Value1;Value2;Value1;Value2;Value1;2010-02-16 10:00:27;0;18;Rslt;20
431;Value2;Value9;Value2;Value1;Value1;Value4;Value2;Value1;Value1;Value1;2012-02-02 14:06:04;62584;0;Asss;24
431;Value2;Value9;Value2;Value1;Value1;Value4;Value2;Value1;Value1;Value1;2012-02-02 14:06:16;62572;12;Tict;24
431;Value2;Value9;Value2;Value1;Value1;Value4;Value2;Value1;Value1;Value1;2012-02-03 07:29:08;0;62584;Rslt;26
432;Value1;Value11;Value1;Value2;Value1;Value1;Value2;Value1;Value1;Value1;2011-09-30 07:48:55;515371;0;Asss;32
432;Value9;Value11;Value9;Value2;Value1;Value1;Value2;Value1;Value1;Value1;2011-09-30 12:46:24;497522;17849;Tict;31
432;Value9;Value11;Value9;Value2;Value1;Value1;Value2;Value1;Value1;Value1;2011-10-06 06:58:26;0;515371;Rslt;38
434;Value4;Value13;Value4;Value1;Value1;Value1;Value3;Value1;Value1;Value1;2012-04-18 07:16:22;458041;0;Asss;28
434;Value4;Value13;Value4;Value1;Value1;Value1;Value3;Value1;Value1;Value1;2012-04-18 07:25:34;457489;552;Tict;28
434;Value2;Value13;Value2;Value1;Value1;Value1;Value3;Value1;Value1;Value1;2012-04-23 14:30:23;0;458041;Rslt;34
436;Value4;Value22;Value4;Value1;Value1;Value1;Value2;Value1;Value1;Value1;2012-06-19 09:30:43;10068;0;Asss;38
436;Value4;Value22;Value4;Value1;Value1;Value1;Value2;Value1;Value1;Value1;2012-06-19 09:32:43;9948;120;Tict;38
436;Value4;Value22;Value4;Value1;Value1;Value1;Value2;Value1;Value1;Value1;2012-06-19 12:18:30;1;10067;Rslt;34
436;Value4;Value22;Value4;Value1;Value1;Value1;Value2;Value1;Value1;Value1;2012-06-19 12:18:31;0;10068;Rslt;33
437;Value1;Value150;Value1;Value1;Value1;Value1;Value3;Value1;Value1;Value1;2011-11-11 09:35:35;522080;0;Asss;30
437;Value2;Value150;Value2;Value1;Value1;Value1;Value3;Value1;Value1;Value1;2011-11-15 13:54:29;160946;361134;Tict;38
437;Value2;Value150;Value2;Value1;Value1;Value1;Value3;Value1;Value1;Value1;2011-11-16 09:55:17;88898;433182;Wait;41
437;Value2;Value150;Value2;Value1;Value1;Value1;Value3;Value1;Value1;Value1;2011-11-17 10:36:55;0;522080;Rslt;46
439;Value4;Value5;Value4;Value1;Value1;Value1;Value3;Value1;Value1;Value1;2012-02-01 07:30:27;1215443;0;Asss;23
439;Value2;Value5;Value2;Value1;Value1;Value1;Value3;Value1;Value1;Value1;2012-02-09 16:05:23;493347;722096;Tict;21
439;Value2;Value5;Value2;Value1;Value1;Value1;Value3;Value1;Value1;Value1;2012-02-15 09:07:50;0;1215443;Rslt;23
440;Value8;Value125;Value8;Value12;Value1;Value1;Value2;Value1;Value1;Value1;2011-06-07 11:15:58;74094;0;Asss;19
440;Value8;Value125;Value8;Value12;Value1;Value1;Value2;Value1;Value1;Value1;2011-06-07 11:16:33;74059;35;Tict;19
440;Value2;Value125;Value2;Value12;Value1;Value1;Value2;Value1;Value1;Value1;2011-06-08 07:50:52;0;74094;Rslt;17
442;Value8;Value8;Value8;Value3;Value1;Value2;Value2;Value2;Value1;Value2;2011-02-18 10:17:32;23905;0;Asss;31
442;Value16;Value8;Value16;Value3;Value1;Value2;Value2;Value2;Value1;Value2;2011-02-18 16:47:39;498;23407;Tict;24
442;Value16;Value8;Value16;Value3;Value1;Value2;Value2;Value2;Value1;Value2;2011-02-18 16:55:57;0;23905;Rslt;23
443;Value8;Value18;Value8;Value1;Value1;Value1;Value2;Value1;Value1;Value1;2011-03-10 10:06:41;11717;0;Asss;21
443;Value8;Value18;Value8;Value1;Value1;Value1;Value2;Value1;Value1;Value1;2011-03-10 10:08:14;11624;93;Asss;21
443;Value8;Value18;Value8;Value1;Value1;Value1;Value2;Value1;Value1;Value1;2011-03-10 10:15:07;11211;506;Tict;21
443;Value2;Value18;Value2;Value1;Value1;Value1;Value2;Value1;Value1;Value1;2011-03-10 13:21:58;0;11717;Rslt;19
444;Value13;Value145;Value13;Value1;Value1;Value2;Value3;Value1;Value1;Value1;2012-07-19 09:45:18;526006;0;Asss;26
444;Value13;Value145;Value13;Value1;Value1;Value2;Value3;Value1;Value1;Value1;2012-07-23 13:27:42;167062;358944;Tict;34
444;Value13;Value145;Value13;Value1;Value1;Value2;Value3;Value1;Value1;Value1;2012-07-25 11:52:04;0;526006;Rslt;45
445;Value8;Value16;Value8;Value2;Value1;Value1;Value2;Value1;Value1;Value1;2011-05-16 08:25:43;13113;0;Asss;24
445;Value8;Value16;Value8;Value2;Value1;Value1;Value2;Value1;Value1;Value1;2011-05-16 08:26:52;13044;69;Tict;24
445;Value9;Value16;Value9;Value2;Value1;Value1;Value2;Value1;Value1;Value1;2011-05-16 12:04:16;0;13113;Rslt;22
448;Value1;Value167;Value1;Value2;Value1;Value1;Value2;Value1;Value1;Value1;2012-06-12 14:20:01;1462028;0;Asss;40
448;Value13;Value167;Value13;Value2;Value1;Value1;Value2;Value1;Value1;Value1;2012-06-13 09:35:07;1392722;69306;Tict;45
448;Value13;Value167;Value13;Value2;Value1;Value1;Value2;Value1;Value1;Value1;2012-06-26 12:36:43;258626;1203402;Wait;28
448;Value13;Value167;Value13;Value2;Value1;Value1;Value2;Value1;Value1;Value1;2012-06-29 12:27:09;0;1462028;Rslt;31
449;Value8;Value168;Value8;Value2;Value1;Value1;Value2;Value1;Value1;Value1;2011-03-09 10:49:32;91891;0;Asss;23
449;Value8;Value168;Value8;Value2;Value1;Value1;Value2;Value1;Value1;Value1;2011-03-09 10:49:53;91870;21;Tict;23
449;Value8;Value168;Value8;Value2;Value1;Value1;Value2;Value1;Value1;Value1;2011-03-09 10:53:22;91661;230;Wait;23
449;Value8;Value168;Value8;Value2;Value1;Value1;Value2;Value1;Value1;Value1;2011-03-10 12:20:24;39;91852;Tict;22
449;Value8;Value168;Value8;Value2;Value1;Value1;Value2;Value1;Value1;Value1;2011-03-10 12:21:03;0;91891;Rslt;21
450;Value9;Value22;Value9;Value3;Value1;Value2;Value2;Value1;Value1;Value1;2010-10-07 14:56:55;60436;0;Asss;14
450;Value9;Value22;Value9;Value3;Value1;Value2;Value2;Value1;Value1;Value1;2010-10-07 14:57:26;60405;31;Tict;14
450;Value9;Value22;Value9;Value3;Value1;Value2;Value2;Value1;Value1;Value1;2010-10-08 07:44:11;0;60436;Rslt;14
451;Value9;Value169;Value9;Value3;Value1;Value2;Value2;Value1;Value1;Value1;2011-07-08 13:17:10;425542;0;Asss;21
451;Value2;Value169;Value2;Value3;Value1;Value2;Value2;Value1;Value1;Value1;2011-07-13 08:15:33;11639;413903;Asss;12
451;Value7;Value169;Value7;Value3;Value1;Value2;Value2;Value1;Value1;Value1;2011-07-13 11:27:47;105;425437;Tict;14
451;Value7;Value169;Value7;Value3;Value1;Value2;Value2;Value1;Value1;Value1;2011-07-13 11:29:32;0;425542;Rslt;13
452;Value2;Value164;Value2;Value3;Value1;Value1;Value2;Value1;Value1;Value1;2010-11-30 16:09:16;516147;0;Asss;16
452;Value2;Value164;Value2;Value3;Value1;Value1;Value2;Value1;Value1;Value1;2010-12-06 07:08:44;30179;485968;Tict;20
452;Value2;Value164;Value2;Value3;Value1;Value1;Value2;Value1;Value1;Value1;2010-12-06 15:31:43;0;516147;Rslt;19
453;Value1;Value1;Value1;Value1;Value1;Value1;Value1;Value1;Value1;Value1;2012-05-23 06:56:57;189258;0;Asss;36
453;Value1;Value1;Value1;Value1;Value1;Value1;Value1;Value1;Value1;Value1;2012-05-23 06:57:05;189250;8;Tict;36
453;Value1;Value1;Value1;Value1;Value1;Value1;Value1;Value1;Value1;Value1;2012-05-25 11:31:15;0;189258;Rslt;26
453;Value1;Value1;Value1;Value1;Value1;Value1;Value1;Value1;Value1;Value1;2012-05-25 11:31:15;0;189258;Rslt;26
454;Value1;Value82;Value1;Value2;Value1;Value1;Value2;Value1;Value1;Value1;2011-11-08 14:52:09;1671;0;Asss;26
454;Value1;Value82;Value1;Value2;Value1;Value1;Value2;Value1;Value1;Value1;2011-11-08 14:52:23;1657;14;Tict;26
454;Value1;Value82;Value1;Value2;Value1;Value1;Value2;Value1;Value1;Value1;2011-11-08 15:20:00;0;1671;Rslt;25
455;Value19;Value170;Value19;Value3;Value1;Value2;Value2;Value1;Value1;Value1;2010-07-01 07:33:32;1727379;0;Asss;14
455;Value2;Value170;Value2;Value3;Value1;Value2;Value2;Value1;Value1;Value1;2010-07-12 08:25:59;773832;953547;Tict;31
455;Value2;Value170;Value2;Value3;Value1;Value2;Value2;Value1;Value1;Value1;2010-07-14 13:04:12;584339;1143040;Wait;29
455;Value2;Value170;Value2;Value3;Value1;Value2;Value2;Value1;Value1;Value1;2010-07-21 07:23:02;9;1727370;Tict;28
455;Value2;Value170;Value2;Value3;Value1;Value2;Value2;Value1;Value1;Value1;2010-07-21 07:23:11;0;1727379;Rslt;27
457;Value1;Value125;Value1;Value12;Value1;Value1;Value2;Value1;Value1;Value1;2011-12-07 10:31:32;19882;0;Asss;41
457;Value13;Value125;Value13;Value12;Value1;Value1;Value2;Value1;Value1;Value1;2011-12-07 10:41:28;19286;596;Tict;41
457;Value13;Value125;Value13;Value12;Value1;Value1;Value2;Value1;Value1;Value1;2011-12-07 16:02:54;0;19882;Rslt;37
458;Value1;Value22;Value1;Value1;Value1;Value2;Value2;Value1;Value1;Value1;2012-07-20 09:19:26;3369583;0;Asss;39
458;Value4;Value22;Value4;Value1;Value1;Value2;Value2;Value1;Value1;Value1;2012-07-26 14:34:07;2832302;537281;Tict;46
458;Value4;Value22;Value4;Value1;Value1;Value2;Value2;Value1;Value1;Value1;2012-08-28 09:19:09;0;3369583;Rslt;8
459;Value1;Value76;Value1;Value1;Value1;Value1;Value2;Value1;Value1;Value1;2011-10-05 07:52:36;1147431;0;Asss;32
459;Value9;Value76;Value9;Value1;Value1;Value1;Value2;Value1;Value1;Value1;2011-10-18 08:24:51;22296;1125135;Tict;26
459;Value9;Value76;Value9;Value1;Value1;Value1;Value2;Value1;Value1;Value1;2011-10-18 14:36:27;0;1147431;Rslt;24
460;Value8;Value83;Value8;Value2;Value1;Value1;Value1;Value1;Value1;Value1;2011-02-25 15:54:09;241640;0;Asss;33
460;Value2;Value83;Value2;Value2;Value1;Value1;Value1;Value1;Value1;Value1;2011-02-28 10:00:58;3631;238009;Tict;29
460;Value2;Value83;Value2;Value2;Value1;Value1;Value1;Value1;Value1;Value1;2011-02-28 11:01:29;0;241640;Rslt;28
461;Value1;Value62;Value1;Value1;Value1;Value1;Value1;Value1;Value1;Value1;2012-03-28 08:02:20;1640758;0;Asss;23
461;Value4;Value62;Value4;Value1;Value1;Value1;Value1;Value1;Value1;Value1;2012-03-28 08:49:03;1637955;2803;Tict;23
461;Value4;Value62;Value4;Value1;Value1;Value1;Value1;Value1;Value1;Value1;2012-03-30 06:52:33;1472145;168613;Wait;25
461;Value4;Value62;Value4;Value1;Value1;Value1;Value1;Value1;Value1;Value1;2012-04-16 07:48:18;0;1640758;Rslt;32
463;Value1;Value107;Value1;Value1;Value1;Value2;Value3;Value1;Value1;Value1;2011-11-10 08:20:49;2877871;0;Asss;29
463;Value1;Value107;Value1;Value1;Value1;Value2;Value3;Value1;Value1;Value1;2011-11-10 08:21:08;2877852;19;Tict;29
463;Value2;Value107;Value2;Value1;Value1;Value2;Value3;Value1;Value1;Value1;2011-12-13 15:45:19;1;2877870;Rslt;32
463;Value2;Value107;Value2;Value1;Value1;Value2;Value3;Value1;Value1;Value1;2011-12-13 15:45:20;0;2877871;Rslt;31
464;Value1;Value172;Value1;Value1;Value1;Value1;Value2;Value1;Value1;Value1;2011-10-07 07:30:01;603183;0;Asss;37
464;Value13;Value172;Value13;Value1;Value1;Value1;Value2;Value1;Value1;Value1;2011-10-07 13:08:34;582870;20313;Tict;32
464;Value2;Value172;Value2;Value1;Value1;Value1;Value2;Value1;Value1;Value1;2011-10-14 07:03:04;0;603183;Rslt;33
464;Value2;Value172;Value2;Value1;Value1;Value1;Value2;Value1;Value1;Value1;2011-10-14 07:03:04;0;603183;Rslt;33
465;Value8;Value3;Value8;Value4;Value1;Value1;Value2;Value1;Value1;Value1;2011-06-30 14:05:37;421755;0;Asss;26
465;Value8;Value3;Value8;Value4;Value1;Value1;Value2;Value1;Value1;Value1;2011-06-30 14:05:53;421739;16;Asss;26
465;Value13;Value3;Value13;Value4;Value1;Value1;Value2;Value1;Value1;Value1;2011-07-05 09:38:12;5800;415955;Tict;23
465;Value13;Value3;Value13;Value4;Value1;Value1;Value2;Value1;Value1;Value1;2011-07-05 11:14:52;0;421755;Rslt;22
466;Value13;Value173;Value13;Value2;Value1;Value1;Value2;Value1;Value1;Value1;2012-06-15 13:58:32;243383;0;Asss;41
466;Value4;Value173;Value4;Value2;Value1;Value1;Value2;Value1;Value1;Value1;2012-06-15 14:35:08;241187;2196;Tict;42
466;Value4;Value173;Value4;Value2;Value1;Value1;Value2;Value1;Value1;Value1;2012-06-18 09:34:55;0;243383;Rslt;37
468;Value8;Value174;Value8;Value3;Value1;Value1;Value2;Value1;Value1;Value1;2011-02-02 13:17:34;1278065;0;Asss;36
468;Value8;Value174;Value8;Value3;Value1;Value1;Value2;Value1;Value1;Value1;2011-02-04 13:48:04;1103435;174630;Tict;35
468;Value8;Value174;Value8;Value3;Value1;Value1;Value2;Value1;Value1;Value1;2011-02-08 13:55:03;757416;520649;Wait;30
468;Value8;Value174;Value8;Value3;Value1;Value1;Value2;Value1;Value1;Value1;2011-02-17 08:18:28;11;1278054;Tict;31
468;Value8;Value174;Value8;Value3;Value1;Value1;Value2;Value1;Value1;Value1;2011-02-17 08:18:39;0;1278065;Rslt;30
469;Value16;Value100;Value16;Value3;Value1;Value2;Value2;Value2;Value1;Value1;2010-05-03 10:18:49;3383;0;Asss;40
