Responsible_actor;SUMleges;Case ID;Aanleg (Uitvoeren werk of werkzaamheid);Bouw;Brandveilig gebruik (melding);Brandveilig gebruik (vergunning);Flora en Fauna;Gebiedsbescherming;Handelen in strijd met regels RO;Inrit/Uitweg;Kap;Milieu (melding);Milieu (neutraal wijziging);Milieu (omgevingsvergunning beperkte milieutoets);Milieu (vergunning);Monument;Reclame;Sloop;Activity;monitoringResource;question;Resource;Complete Timestamp;duration;month;weekday;hour;remtime;elapsed
560696;0.0;4187554;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_195\\complete;560696;EMPTY;560696;2011-10-21 17:46:57;0.0;10;4;17;655983.0;726417.0
560696;0.0;4187554;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_190\\complete;560696;True;560696;2011-10-21 17:46:57;0.06666666666669999;10;4;17;655983.0;726417.0
560696;0.0;4187554;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_180\\complete;560696;False;560696;2011-10-21 17:46:53;0.08333333333330001;10;4;17;655987.0;726413.0
560696;0.0;4187554;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_120\\complete;560696;EMPTY;560696;2011-10-21 17:46:48;0.366666666667;10;4;17;655992.0;726408.0
560696;0.0;4187554;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;06_VD_010\\complete;560696;False;560696;2011-10-21 17:46:26;0.06666666666669999;10;4;17;656014.0;726386.0
560696;0.0;4187554;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;07_OPS_010\\complete;560696;False;560696;2011-10-21 17:46:22;0.35;10;4;17;656018.0;726382.0
560696;0.0;4187554;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_110\\complete;560696;EMPTY;560696;2011-10-21 17:46:01;0.266666666667;10;4;17;656039.0;726361.0
560696;0.0;4187554;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_065_2\\complete;560696;EMPTY;560696;2011-10-21 17:45:45;0.0;10;4;17;656055.0;726345.0
560696;0.0;4187554;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_065_1\\complete;560696;EMPTY;560696;2011-10-21 17:45:45;0.05;10;4;17;656055.0;726345.0
560696;0.0;4187554;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_060\\complete;560696;True;560696;2011-10-21 17:45:42;0.08333333333330001;10;4;17;656058.0;726342.0
560696;0.0;4187554;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_050\\complete;560696;False;560696;2011-10-21 17:45:37;0.05;10;4;17;656063.0;726337.0
560696;0.0;4187554;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_040\\complete;560696;False;560696;2011-10-21 17:45:34;0.05;10;4;17;656066.0;726334.0
560696;0.0;4187554;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;05_EIND_010\\complete;560696;False;560696;2011-10-21 17:45:31;0.4;10;4;17;656069.0;726331.0
560696;0.0;4187554;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;03_GBH_005\\complete;560696;True;560696;2011-10-21 17:45:07;0.133333333333;10;4;17;656093.0;726307.0
560696;0.0;4187554;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14_VRIJ_010\\complete;560696;False;560696;2011-10-21 17:44:59;584.983333333;10;4;17;656101.0;726299.0
560696;0.0;4187554;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_101\\complete;560696;other;560696;2011-10-21 08:00:00;4918.66666667;10;4;8;691200.0;691200.0
560696;0.0;4187554;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_030_2\\complete;560696;EMPTY;560673;2011-10-17 22:01:20;0.0;10;0;22;986320.0;396080.0
560696;0.0;4187554;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_030_1\\complete;560696;EMPTY;560673;2011-10-17 22:01:20;2.01666666667;10;0;22;986320.0;396080.0
560696;0.0;4187554;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_020\\complete;560696;True;560673;2011-10-17 21:59:19;0.06666666666669999;10;0;21;986441.0;395959.0
560696;0.0;4187554;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_015\\complete;560696;EMPTY;560673;2011-10-17 21:59:15;6599.25;10;0;21;986445.0;395955.0
560696;0.0;4187554;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_010\\complete;560673;EMPTY;560673;2011-10-13 08:00:00;0.0;10;3;8;1382400.0;0.0
3442724;0.0;4188079;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_530\\complete;3442724;EMPTY;3442724;2013-03-16 09:00:00;2126.28333333;3;5;9;0.0;44845200.0
3442724;0.0;4188079;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_520\\complete;3442724;EMPTY;3442724;2013-03-14 21:33:43;753.7166666669999;3;3;21;127577.0;44717623.0
3442724;0.0;4188079;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_510_2\\complete;3442724;EMPTY;3442724;2013-03-14 09:00:00;1995.65;3;3;9;172800.0;44672400.0
3442724;0.0;4188079;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_510_1\\complete;3442724;EMPTY;3442724;2013-03-12 23:44:21;1636.95;3;1;23;292539.0;44552661.0
3442724;0.0;4188079;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_495\\complete;3442724;EMPTY;3442724;2013-03-11 20:27:24;0.116666666667;3;0;20;390756.0;44454444.0
3442724;0.0;4188079;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_490_3\\complete;3442724;EMPTY;3442724;2013-03-11 20:27:17;0.0;3;0;20;390763.0;44454437.0
3442724;0.0;4188079;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_490_4\\complete;3442724;EMPTY;3442724;2013-03-11 20:27:17;41.3833333333;3;0;20;390763.0;44454437.0
3442724;0.0;4188079;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_490_1\\complete;3442724;EMPTY;3442724;2013-03-11 19:45:54;0.0;3;0;19;393246.0;44451954.0
3442724;0.0;4188079;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10_UOV_180\\complete;3442724;False;3442724;2013-03-11 19:45:54;0.1;3;0;19;393246.0;44451954.0
3442724;0.0;4188079;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10_UOV_060\\complete;3442724;False;3442724;2013-03-11 19:45:48;38684.6833333;3;0;19;393252.0;44451948.0
3442724;0.0;4188079;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10_UOV_050_1\\complete;560749;EMPTY;3442724;2013-02-12 23:01:07;75721.11666669999;2;1;23;2714333.0;42130867.0
3442724;0.0;4188079;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10_UOV_030\\complete;560749;EMPTY;560749;2012-12-22 09:00:00;0.0;12;5;9;7257600.0;37587600.0
3442724;0.0;4188079;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10_UOV_035\\complete;560749;EMPTY;560749;2012-12-22 09:00:00;2880.0;12;5;9;7257600.0;37587600.0
3442724;0.0;4188079;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10_UOV_050_2\\complete;3442724;EMPTY;3442724;2012-12-20 09:00:00;2880.0;12;3;9;7430400.0;37414800.0
3442724;0.0;4188079;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_460\\complete;560749;EMPTY;560749;2012-12-18 09:00:00;727.666666667;12;1;9;7603200.0;37242000.0
3442724;0.0;4188079;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10_UOV_040\\complete;560749;EMPTY;560749;2012-12-17 20:52:20;0.0;12;0;20;7646860.0;37198340.0
3442724;0.0;4188079;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10_UOV_045\\complete;560749;EMPTY;560749;2012-12-17 20:52:20;3.41666666667;12;0;20;7646860.0;37198340.0
3442724;0.0;4188079;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10_UOV_010\\complete;560749;True;560749;2012-12-17 20:48:55;0.08333333333330001;12;0;20;7647065.0;37198135.0
3442724;0.0;4188079;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_465\\complete;560749;EMPTY;560749;2012-12-17 20:48:50;0.15;12;0;20;7647070.0;37198130.0
3442724;0.0;4188079;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_455\\complete;560749;False;560749;2012-12-17 20:48:41;0.3;12;0;20;7647079.0;37198121.0
3442724;0.0;4188079;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_451\\complete;560749;True;560749;2012-12-17 20:48:23;0.21666666666700002;12;0;20;7647097.0;37198103.0
3442724;0.0;4188079;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_450\\complete;560749;other;560749;2012-12-17 20:48:10;0.366666666667;12;0;20;7647110.0;37198090.0
3442724;0.0;4188079;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_446\\complete;560749;False;560749;2012-12-17 20:47:48;0.08333333333330001;12;0;20;7647132.0;37198068.0
3442724;0.0;4188079;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_445\\complete;560749;EMPTY;560749;2012-12-17 20:47:43;0.0;12;0;20;7647137.0;37198063.0
3442724;0.0;4188079;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_440_2\\complete;560749;EMPTY;560749;2012-12-17 20:47:43;1.46666666667;12;0;20;7647137.0;37198063.0
3442724;0.0;4188079;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_440_1\\complete;560749;EMPTY;560749;2012-12-17 20:46:15;0.0166666666667;12;0;20;7647225.0;37197975.0
3442724;0.0;4188079;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_420\\complete;560749;False;560749;2012-12-17 20:46:14;0.05;12;0;20;7647226.0;37197974.0
3442724;0.0;4188079;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;other;560749;False;560749;2012-12-17 20:46:11;0.46666666666699996;12;0;20;7647229.0;37197971.0
3442724;0.0;4188079;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12_AP_010\\complete;560749;False;560749;2012-12-17 20:45:43;0.1;12;0;20;7647257.0;37197943.0
3442724;0.0;4188079;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_380\\complete;560749;True;560749;2012-12-17 20:45:37;0.08333333333330001;12;0;20;7647263.0;37197937.0
3442724;0.0;4188079;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_375\\complete;560749;EMPTY;560749;2012-12-17 20:45:32;0.0;12;0;20;7647268.0;37197932.0
3442724;0.0;4188079;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_370\\complete;560749;EMPTY;560749;2012-12-17 20:45:32;0.05;12;0;20;7647268.0;37197932.0
3442724;0.0;4188079;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;09_AH_I_010\\complete;560749;False;560749;2012-12-17 20:45:29;0.46666666666699996;12;0;20;7647271.0;37197929.0
3442724;0.0;4188079;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;other;560749;EMPTY;560749;2012-12-17 20:45:01;0.0;12;0;20;7647299.0;37197901.0
3442724;0.0;4188079;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_350_2\\complete;560749;EMPTY;560749;2012-12-17 20:45:01;0.316666666667;12;0;20;7647299.0;37197901.0
3442724;0.0;4188079;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_196\\complete;560749;True;560749;2012-12-17 20:44:42;2.16666666667;12;0;20;7647318.0;37197882.0
3442724;0.0;4188079;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;03_GBH_005\\complete;560749;True;560749;2012-12-17 20:42:32;1.6;12;0;20;7647448.0;37197752.0
3442724;0.0;4188079;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_250_2\\complete;560749;EMPTY;560749;2012-12-17 20:40:56;0.0333333333333;12;0;20;7647544.0;37197656.0
3442724;0.0;4188079;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_250_1\\complete;560749;EMPTY;560749;2012-12-17 20:40:54;0.05;12;0;20;7647546.0;37197654.0
3442724;0.0;4188079;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15_NGV_010\\complete;560749;False;560749;2012-12-17 20:40:51;0.3;12;0;20;7647549.0;37197651.0
3442724;0.0;4188079;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_050\\complete;3442724;False;560749;2012-12-17 20:40:33;0.15;12;0;20;7647567.0;37197633.0
3442724;0.0;4188079;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;07_OPS_010\\complete;560749;False;560749;2012-12-17 20:40:24;0.2;12;0;20;7647576.0;37197624.0
3442724;0.0;4188079;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;06_VD_010\\complete;560749;False;560749;2012-12-17 20:40:12;0.08333333333330001;12;0;20;7647588.0;37197612.0
3442724;0.0;4188079;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_101\\complete;560749;other;560749;2012-12-17 20:40:07;1.35;12;0;20;7647593.0;37197607.0
3442724;0.0;4188079;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_195\\complete;560749;EMPTY;560749;2012-12-17 20:38:46;0.0;12;0;20;7647674.0;37197526.0
3442724;0.0;4188079;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_200\\complete;560749;False;560749;2012-12-17 20:38:46;0.0166666666667;12;0;20;7647674.0;37197526.0
3442724;0.0;4188079;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;08_AWB45_005\\complete;560749;True;560749;2012-12-17 20:38:45;0.0333333333333;12;0;20;7647675.0;37197525.0
3442724;0.0;4188079;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_180\\complete;560749;False;560749;2012-12-17 20:38:43;0.0333333333333;12;0;20;7647677.0;37197523.0
3442724;0.0;4188079;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_110_2\\complete;560749;EMPTY;560749;2012-12-17 20:38:41;0.05;12;0;20;7647679.0;37197521.0
3442724;0.0;4188079;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_110_1\\complete;560749;EMPTY;560749;2012-12-17 20:38:38;0.116666666667;12;0;20;7647682.0;37197518.0
3442724;0.0;4188079;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_065_1\\complete;560749;EMPTY;560749;2012-12-17 20:38:31;0.0;12;0;20;7647689.0;37197511.0
3442724;0.0;4188079;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_065_2\\complete;560749;EMPTY;560749;2012-12-17 20:38:31;0.133333333333;12;0;20;7647689.0;37197511.0
3442724;0.0;4188079;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04_BPT_005\\complete;3442724;True;560749;2012-12-17 20:38:23;6.43333333333;12;0;20;7647697.0;37197503.0
3442724;0.0;4188079;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_040\\complete;560696;False;560749;2012-12-17 20:31:57;614191.95;12;0;20;7648083.0;37197117.0
3442724;0.0;4188079;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_030_2\\complete;560696;EMPTY;560749;2011-10-18 08:00:00;475.266666667;10;1;8;44499600.0;345600.0
3442724;0.0;4188079;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_030_1\\complete;560696;EMPTY;560749;2011-10-18 00:04:44;4.51666666667;10;1;0;44528116.0;317084.0
3442724;0.0;4188079;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_020\\complete;560696;True;560749;2011-10-18 00:00:13;0.15;10;1;0;44528387.0;316813.0
3442724;0.0;4188079;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_015\\complete;3442724;EMPTY;560749;2011-10-18 00:00:04;5280.06666667;10;1;0;44528396.0;316804.0
3442724;0.0;4188079;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_010\\complete;560749;EMPTY;560749;2011-10-14 08:00:00;0.0;10;4;8;44845200.0;0.0
560454;17764.117;4190685;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_530\\complete;560454;EMPTY;560741;2011-12-10 09:00:00;12243.1666667;12;5;9;0.0;4928400.0
560454;17764.117;4190685;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_520\\complete;560454;EMPTY;560741;2011-12-01 20:56:50;0.1;12;3;20;734590.0;4193810.0
560454;17764.117;4190685;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_510_1\\complete;560454;EMPTY;560741;2011-12-01 20:56:44;0.0;12;3;20;734596.0;4193804.0
560454;17764.117;4190685;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_510_2\\complete;560454;EMPTY;560741;2011-12-01 20:56:44;4.63333333333;12;3;20;734596.0;4193804.0
560454;17764.117;4190685;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_495\\complete;560454;EMPTY;560741;2011-12-01 20:52:06;0.15;12;3;20;734874.0;4193526.0
560454;17764.117;4190685;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_490_2\\complete;560454;EMPTY;560741;2011-12-01 20:51:57;3591.95;12;3;20;734883.0;4193517.0
560454;17764.117;4190685;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_490_3\\complete;560454;EMPTY;560741;2011-11-29 09:00:00;6403.75;11;1;9;950400.0;3978000.0
560454;17764.117;4190685;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_480\\complete;560454;False;560454;2011-11-24 22:16:15;0.0;11;3;22;1334625.0;3593775.0
560454;17764.117;4190685;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_470\\complete;560454;False;560454;2011-11-24 22:16:15;0.0;11;3;22;1334625.0;3593775.0
560454;17764.117;4190685;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_490_1\\complete;560454;EMPTY;560454;2011-11-24 22:16:15;0.06666666666669999;11;3;22;1334625.0;3593775.0
560454;17764.117;4190685;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_430\\complete;560454;False;560454;2011-11-24 22:16:11;0.0166666666667;11;3;22;1334629.0;3593771.0
560454;17764.117;4190685;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_380\\complete;560454;False;560454;2011-11-24 22:16:10;0.0333333333333;11;3;22;1334630.0;3593770.0
560454;17764.117;4190685;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_370\\complete;560454;EMPTY;560454;2011-11-24 22:16:08;0.0;11;3;22;1334632.0;3593768.0
560454;17764.117;4190685;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_375\\complete;560454;EMPTY;560454;2011-11-24 22:16:08;0.06666666666669999;11;3;22;1334632.0;3593768.0
560454;17764.117;4190685;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;09_AH_I_010\\complete;560454;False;560454;2011-11-24 22:16:04;0.05;11;3;22;1334636.0;3593764.0
560454;17764.117;4190685;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_330\\complete;560454;False;560454;2011-11-24 22:16:01;0.08333333333330001;11;3;22;1334639.0;3593761.0
560454;17764.117;4190685;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_260\\complete;560454;EMPTY;560454;2011-11-24 22:15:56;0.0333333333333;11;3;22;1334644.0;3593756.0
560454;17764.117;4190685;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15_NGV_010\\complete;560454;False;560454;2011-11-24 22:15:54;0.1;11;3;22;1334646.0;3593754.0
560454;17764.117;4190685;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_250\\complete;560454;EMPTY;560454;2011-11-24 22:15:48;0.0166666666667;11;3;22;1334652.0;3593748.0
560454;17764.117;4190685;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_195\\complete;560454;EMPTY;560454;2011-11-24 22:15:47;0.0;11;3;22;1334653.0;3593747.0
560454;17764.117;4190685;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_200\\complete;560454;False;560454;2011-11-24 22:15:47;0.0;11;3;22;1334653.0;3593747.0
560454;17764.117;4190685;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_190\\complete;560454;True;560454;2011-11-24 22:15:47;0.0333333333333;11;3;22;1334653.0;3593747.0
560454;17764.117;4190685;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_180\\complete;560454;False;560454;2011-11-24 22:15:45;0.0333333333333;11;3;22;1334655.0;3593745.0
560454;17764.117;4190685;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_120\\complete;560454;EMPTY;560454;2011-11-24 22:15:43;0.08333333333330001;11;3;22;1334657.0;3593743.0
560454;17764.117;4190685;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_110\\complete;560454;EMPTY;560454;2011-11-24 22:15:38;0.3;11;3;22;1334662.0;3593738.0
560454;17764.117;4190685;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;06_VD_010\\complete;560454;False;560454;2011-11-24 22:15:20;0.0333333333333;11;3;22;1334680.0;3593720.0
560454;17764.117;4190685;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;07_OPS_010\\complete;560454;False;560454;2011-11-24 22:15:18;0.08333333333330001;11;3;22;1334682.0;3593718.0
560454;17764.117;4190685;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_065_2\\complete;560454;EMPTY;560454;2011-11-24 22:15:13;0.0166666666667;11;3;22;1334687.0;3593713.0
560454;17764.117;4190685;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_065_1\\complete;560696;EMPTY;560454;2011-11-24 22:15:12;0.05;11;3;22;1334688.0;3593712.0
560454;17764.117;4190685;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;05_EIND_010\\complete;560696;False;560454;2011-11-24 22:15:09;0.05;11;3;22;1334691.0;3593709.0
560454;17764.117;4190685;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14_VRIJ_010\\complete;560696;False;560454;2011-11-24 22:15:06;34406.3333333;11;3;22;1334694.0;3593706.0
560454;17764.117;4190685;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_060\\complete;560696;True;560454;2011-11-01 00:48:46;0.5666666666669999;11;1;0;3399074.0;1529326.0
560454;17764.117;4190685;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_050\\complete;560454;False;560454;2011-11-01 00:48:12;0.0166666666667;11;1;0;3399108.0;1529292.0
560454;17764.117;4190685;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_040\\complete;560696;False;560454;2011-11-01 00:48:11;0.116666666667;11;1;0;3399109.0;1529291.0
560454;17764.117;4190685;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;03_GBH_005\\complete;560696;True;560454;2011-11-01 00:48:04;13968.066666699999;11;1;0;3399116.0;1529284.0
560454;17764.117;4190685;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_101\\complete;560454;other;560454;2011-10-22 08:00:00;5056.48333333;10;5;8;4237200.0;691200.0
560454;17764.117;4190685;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_030_2\\complete;560696;EMPTY;560673;2011-10-18 19:43:31;0.0;10;1;19;4540589.0;387811.0
560454;17764.117;4190685;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_030_1\\complete;560696;EMPTY;560673;2011-10-18 19:43:31;3.33333333333;10;1;19;4540589.0;387811.0
560454;17764.117;4190685;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_020\\complete;560696;True;560673;2011-10-18 19:40:11;0.116666666667;10;1;19;4540789.0;387611.0
560454;17764.117;4190685;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_015\\complete;560454;EMPTY;560673;2011-10-18 19:40:04;6460.06666667;10;1;19;4540796.0;387604.0
560454;17764.117;4190685;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_010\\complete;560673;EMPTY;560673;2011-10-14 08:00:00;0.0;10;4;8;4928400.0;0.0
3442724;0.0;4207424;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_060\\complete;3442724;False;3442724;2011-12-13 18:28:38;0.15;12;1;18;0.0;4962518.0
3442724;0.0;4207424;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_040\\complete;3442724;False;3442724;2011-12-13 18:28:29;0.0;12;1;18;9.0;4962509.0
3442724;0.0;4207424;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_050\\complete;3442724;False;3442724;2011-12-13 18:28:29;0.1;12;1;18;9.0;4962509.0
3442724;0.0;4207424;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_030_2\\complete;3442724;EMPTY;3442724;2011-12-13 18:28:23;0.0166666666667;12;1;18;15.0;4962503.0
3442724;0.0;4207424;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_030_1\\complete;3442724;EMPTY;3442724;2011-12-13 18:28:22;0.05;12;1;18;16.0;4962502.0
3442724;0.0;4207424;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;05_EIND_010\\complete;3442724;False;3442724;2011-12-13 18:28:19;78989.9666667;12;1;18;19.0;4962499.0
3442724;0.0;4207424;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_020\\complete;3442724;True;560749;2011-10-19 21:58:21;0.166666666667;10;2;21;4739417.0;223101.0
3442724;0.0;4207424;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_015\\complete;3442724;EMPTY;560749;2011-10-19 21:58:11;3718.18333333;10;2;21;4739427.0;223091.0
3442724;0.0;4207424;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_010\\complete;3442724;EMPTY;560749;2011-10-17 08:00:00;0.0;10;0;8;4962518.0;0.0
3069866;0.0;4214388;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_530\\complete;3069866;EMPTY;560749;2011-10-29 08:00:00;0.0;10;5;8;0.0;777600.0
