Responsible_actor,SUMleges,CaseID,Label,Aanleg (Uitvoeren werk of werkzaamheid),Bouw,Brandveilig gebruik (melding),Brandveilig gebruik (vergunning),Gebiedsbescherming,Handelen in strijd met regels RO,Inrit/Uitweg,Kap,Milieu (melding),Milieu (neutraal wijziging),Milieu (omgevingsvergunning beperkte milieutoets),Milieu (vergunning),Monument,Reclame,Sloop,Activity,monitoringResource,question,org:resource,time:timestamp,timesincemidnight,month,weekday,hour,timesincelastevent,timesincecasestart,event_nr,open_cases
560912.0,116.79765,3124011,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_130,560912,False,560881,1298373208.0,913,2,1,15,0.1,31213.466666666667,13,71
560912.0,116.79765,3124011,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_110,560912,EMPTY,560881,1298373213.0,913,2,1,15,0.0833333333333333,31213.55,14,71
560912.0,116.79765,3124011,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_100,560912,EMPTY,560881,1298373218.0,913,2,1,15,0.0833333333333333,31213.63333333333,15,71
560912.0,116.79765,3124011,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_050,560912,True,560881,1298373228.0,913,2,1,15,0.1666666666666666,31213.8,16,71
560912.0,116.79765,3124011,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_120,560912,EMPTY,560881,1298373231.0,913,2,1,15,0.05,31213.85,17,71
560912.0,116.79765,3124011,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_180,560912,False,560881,1298373237.0,913,2,1,15,0.1,31213.95,18,71
560912.0,116.79765,3124011,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_200,560912,True,560881,1298373239.0,913,2,1,15,0.0,31213.983333333334,19,71
560912.0,116.79765,3124011,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_205,560912,EMPTY,560881,1298373239.0,913,2,1,15,0.0333333333333333,31213.983333333334,20,71
560912.0,116.79765,3124011,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_205,560912,True,560881,1298373245.0,914,2,1,15,0.1,31214.08333333333,21,71
560912.0,116.79765,3124011,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_190_1,560912,EMPTY,560881,1298373261.0,914,2,1,15,0.2666666666666666,31214.35,22,71
560912.0,116.79765,3124011,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_270,560912,False,560881,1298373268.0,914,2,1,15,0.1166666666666666,31214.466666666667,23,71
560912.0,116.79765,3124011,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_250,560912,EMPTY,560881,1298373272.0,914,2,1,15,0.0666666666666666,31214.533333333333,24,71
560912.0,116.79765,3124011,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_260,560912,EMPTY,560881,1298373274.0,914,2,1,15,0.0333333333333333,31214.566666666666,25,71
560912.0,116.79765,3124011,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_330,560912,False,560881,1298373280.0,914,2,1,15,0.1,31214.666666666668,26,71
560912.0,116.79765,3124011,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,09_AH_I_010,560912,False,560881,1298373282.0,914,2,1,15,0.0333333333333333,31214.7,27,71
560912.0,116.79765,3124011,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_375,560912,EMPTY,560881,1298373284.0,914,2,1,15,0.0,31214.733333333334,28,71
560912.0,116.79765,3124011,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_370,560912,EMPTY,560881,1298373284.0,914,2,1,15,0.0333333333333333,31214.733333333334,29,71
560912.0,116.79765,3124011,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_380,560912,False,560881,1298373285.0,914,2,1,15,0.0166666666666666,31214.75,30,71
4901428.0,148.368,2887943,deviant,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01_HOOFD_510_2,560872,EMPTY,560894,1298401200.0,1380,2,1,23,0.0,128160.0,47,67
4901428.0,148.368,2887943,deviant,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01_HOOFD_490_3,560872,EMPTY,560894,1298401200.0,1380,2,1,23,9329.666666666666,128160.0,48,67
4901428.0,254.94849,2899336,deviant,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01_HOOFD_490_3,560872,EMPTY,560894,1298401200.0,1380,2,1,23,0.0,122400.0,47,67
4901428.0,254.94849,2899336,deviant,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01_HOOFD_510_2,560872,EMPTY,560894,1298401200.0,1380,2,1,23,2106.7833333333333,122400.0,48,67
4901428.0,116.79765,2902319,deviant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_530,560872,EMPTY,560890,1298401200.0,1380,2,1,23,10986.216666666667,123840.0,53,67
4901428.0,953.256,2953434,regular,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01_HOOFD_530,560872,EMPTY,560890,1298401200.0,1380,2,1,23,12287.866666666669,92160.0,40,67
4901428.0,0.0,2961386,regular,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,01_HOOFD_530,560925,EMPTY,560890,1298401200.0,1380,2,1,23,12434.283333333333,92160.0,40,67
4901428.0,3791.9827,2966701,deviant,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01_HOOFD_530,560925,EMPTY,560890,1298401200.0,1380,2,1,23,12230.733333333334,92160.0,53,67
4901428.0,4073.6711,2967618,deviant,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01_HOOFD_510_2,560925,EMPTY,560894,1298401200.0,1380,2,1,23,0.0,87840.0,49,67
4901428.0,4073.6711,2967618,deviant,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01_HOOFD_490_3,560925,EMPTY,560894,1298401200.0,1380,2,1,23,2307.383333333333,87840.0,50,67
4901428.0,116.79765,3084709,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_490_3,560925,EMPTY,560894,1298401200.0,1380,2,1,23,0.0,41760.0,6,67
4901428.0,116.79765,3084709,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_510_2,560925,EMPTY,560894,1298401200.0,1380,2,1,23,0.0,41760.0,7,67
4901428.0,116.79765,3084709,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_100,560925,EMPTY,560881,1298401200.0,1380,2,1,23,0.0,41760.0,8,67
4901428.0,116.79765,3084709,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_065_2,560925,EMPTY,560881,1298401200.0,1380,2,1,23,38271.316666666666,41760.0,9,67
4901428.0,5094.5864,3123689,deviant,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01_HOOFD_100,560925,EMPTY,560881,1298401200.0,1380,2,1,23,22395.88333333333,30240.0,6,67
560925.0,116.79765,3143683,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_065_2,560925,EMPTY,560881,1298401200.0,1380,2,1,23,0.0,23040.0,6,67
560925.0,116.79765,3143683,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_100,560925,EMPTY,560881,1298401200.0,1380,2,1,23,10658.666666666666,23040.0,7,67
560872.0,0.0,3153211,regular,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,01_HOOFD_100,560872,EMPTY,560925,1298401200.0,1380,2,1,23,20160.0,20160.0,3,67
4901428.0,150.08772,3174008,regular,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01_HOOFD_100,560872,EMPTY,2670601,1298401200.0,1380,2,1,23,6482.75,11520.0,8,67
4901428.0,148.368,2887943,deviant,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01_HOOFD_490_2,560872,EMPTY,560894,1298433172.0,472,2,2,7,532.8666666666667,128692.86666666668,49,67
4901428.0,148.368,2887943,deviant,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01_HOOFD_500,560872,42,560894,1298433192.0,473,2,2,7,0.3333333333333333,128693.2,50,67
4901428.0,148.368,2887943,deviant,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01_HOOFD_510_1,560872,EMPTY,560894,1298433208.0,473,2,2,7,0.2666666666666666,128693.46666666666,51,67
4901428.0,148.368,2887943,deviant,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01_HOOFD_520,560872,EMPTY,560894,1298433222.0,473,2,2,7,0.2333333333333333,128693.7,52,67
560925.0,116.79765,3143683,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_040,560925,False,560881,1298443540.0,645,2,2,10,705.6666666666666,23745.666666666668,8,67
560925.0,116.79765,3143683,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_060,560925,True,560881,1298443548.0,645,2,2,10,0.1333333333333333,23745.8,9,67
560925.0,116.79765,3143683,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_065_1,560925,EMPTY,560881,1298443561.0,646,2,2,10,0.2166666666666666,23746.016666666663,10,67
560925.0,116.79765,3143683,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_540,560925,False,560881,1298443565.0,646,2,2,10,0.0666666666666666,23746.08333333333,11,67
560925.0,116.79765,3143683,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,06_VD_010,560925,False,560881,1298443598.0,646,2,2,10,0.55,23746.63333333333,12,67
560925.0,116.79765,3143683,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,05_EIND_010,560925,False,560881,1298443602.0,646,2,2,10,0.0666666666666666,23746.7,13,67
560925.0,116.79765,3143683,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_050,560925,True,560881,1298443604.0,646,2,2,10,0.0333333333333333,23746.733333333334,14,67
560925.0,116.79765,3143683,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_130,560925,False,560881,1298443609.0,646,2,2,10,0.0833333333333333,23746.816666666666,15,67
560925.0,116.79765,3143683,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_110,560925,EMPTY,560881,1298443612.0,646,2,2,10,0.05,23746.866666666665,16,67
560925.0,116.79765,3143683,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_100,560925,EMPTY,560881,1298443614.0,646,2,2,10,0.0333333333333333,23746.9,17,67
560925.0,116.79765,3143683,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_120,560925,EMPTY,560881,1298443620.0,647,2,2,10,0.1,23747.0,18,67
560925.0,116.79765,3143683,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_180,560925,False,560881,1298443624.0,647,2,2,10,0.0666666666666666,23747.066666666666,19,67
560925.0,116.79765,3143683,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_200,560925,True,560881,1298443628.0,647,2,2,10,0.0,23747.13333333333,20,67
560925.0,116.79765,3143683,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_205,560925,EMPTY,560881,1298443628.0,647,2,2,10,0.0666666666666666,23747.13333333333,21,67
560925.0,116.79765,3143683,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_205,560925,False,560881,1298443630.0,647,2,2,10,0.0333333333333333,23747.166666666668,22,67
560925.0,116.79765,3143683,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_270,560925,False,560881,1298443633.0,647,2,2,10,0.05,23747.216666666667,23,67
560925.0,116.79765,3143683,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_250,560925,EMPTY,560881,1298443637.0,647,2,2,10,0.0666666666666666,23747.283333333333,24,67
560925.0,116.79765,3143683,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_260,560925,EMPTY,560881,1298443638.0,647,2,2,10,0.0166666666666666,23747.3,25,67
560925.0,116.79765,3143683,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_330,560925,False,560881,1298443646.0,647,2,2,10,0.1333333333333333,23747.43333333333,26,67
560925.0,116.79765,3143683,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,09_AH_I_010,560925,False,560881,1298443648.0,647,2,2,10,0.0333333333333333,23747.466666666667,27,67
560925.0,116.79765,3143683,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_375,560925,EMPTY,560881,1298443650.0,647,2,2,10,0.0,23747.5,28,67
560925.0,116.79765,3143683,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_370,560925,EMPTY,560881,1298443650.0,647,2,2,10,0.0333333333333333,23747.5,29,67
560925.0,116.79765,3143683,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_380,560925,False,560881,1298443652.0,647,2,2,10,0.0333333333333333,23747.533333333333,30,67
560925.0,116.79765,3143683,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_430,560925,False,560881,1298443654.0,647,2,2,10,0.0333333333333333,23747.566666666666,31,67
560925.0,116.79765,3143683,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_470,560925,False,560881,1298443660.0,647,2,2,10,0.1,23747.666666666668,32,67
560925.0,116.79765,3143683,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_480,560925,False,560881,1298443663.0,647,2,2,10,0.0,23747.716666666667,33,67
560925.0,116.79765,3143683,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_490_1,560925,EMPTY,560881,1298443663.0,647,2,2,10,0.05,23747.716666666667,34,67
4901428.0,116.79765,3084709,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_040,560925,False,560881,1298444588.0,663,2,2,11,723.1333333333333,42483.13333333333,10,67
4901428.0,116.79765,3084709,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_060,560925,True,560881,1298444595.0,663,2,2,11,0.1166666666666666,42483.25,11,67
4901428.0,116.79765,3084709,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_065_1,560925,EMPTY,560881,1298444598.0,663,2,2,11,0.05,42483.3,12,67
4901428.0,116.79765,3084709,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_540,560925,False,560881,1298444602.0,663,2,2,11,0.0666666666666666,42483.36666666667,13,67
4901428.0,116.79765,3084709,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,06_VD_010,560925,False,560881,1298444605.0,663,2,2,11,0.05,42483.41666666666,14,67
4901428.0,116.79765,3084709,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,05_EIND_010,560925,False,560881,1298444608.0,663,2,2,11,0.05,42483.46666666667,15,67
4901428.0,116.79765,3084709,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_050,560925,True,560881,1298444610.0,663,2,2,11,0.0333333333333333,42483.5,16,67
4901428.0,116.79765,3084709,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_130,560925,False,560881,1298444613.0,663,2,2,11,0.05,42483.55,17,67
4901428.0,116.79765,3084709,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_110,560925,EMPTY,560881,1298444616.0,663,2,2,11,0.05,42483.6,18,67
4901428.0,116.79765,3084709,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_120,560925,EMPTY,560881,1298444617.0,663,2,2,11,0.0166666666666666,42483.61666666667,19,67
4901428.0,116.79765,3084709,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_100,560925,EMPTY,560881,1298444620.0,663,2,2,11,0.05,42483.66666666666,20,67
4901428.0,116.79765,3084709,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_180,560925,False,560881,1298444627.0,663,2,2,11,0.1166666666666666,42483.78333333333,21,67
4901428.0,116.79765,3084709,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_200,560925,True,560881,1298444630.0,663,2,2,11,0.0,42483.833333333336,22,67
4901428.0,116.79765,3084709,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_205,4901428,EMPTY,560881,1298444630.0,663,2,2,11,0.05,42483.833333333336,23,67
4901428.0,116.79765,3084709,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_205,560925,False,560881,1298444633.0,663,2,2,11,0.05,42483.88333333333,24,67
4901428.0,116.79765,3084709,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_270,560925,False,560881,1298444635.0,663,2,2,11,0.0333333333333333,42483.91666666666,25,67
4901428.0,116.79765,3084709,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_250,560925,EMPTY,560881,1298444638.0,663,2,2,11,0.05,42483.96666666667,26,67
4901428.0,116.79765,3084709,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_260,560925,EMPTY,560881,1298444639.0,663,2,2,11,0.0166666666666666,42483.98333333333,27,67
4901428.0,116.79765,3084709,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_330,560925,False,560881,1298444644.0,664,2,2,11,0.0833333333333333,42484.066666666666,28,67
4901428.0,116.79765,3084709,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,09_AH_I_010,560925,False,560881,1298444646.0,664,2,2,11,0.0333333333333333,42484.1,29,67
4901428.0,116.79765,3084709,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_375,4901428,EMPTY,560881,1298444647.0,664,2,2,11,0.0,42484.11666666667,30,67
4901428.0,116.79765,3084709,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_370,560925,EMPTY,560881,1298444647.0,664,2,2,11,0.0166666666666666,42484.11666666667,31,67
4901428.0,116.79765,3084709,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_380,560925,False,560881,1298444648.0,664,2,2,11,0.0166666666666666,42484.13333333333,32,67
4901428.0,116.79765,3084709,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_430,560925,False,560881,1298444649.0,664,2,2,11,0.0166666666666666,42484.15,33,67
4901428.0,116.79765,3084709,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_470,560925,False,560881,1298444651.0,664,2,2,11,0.0333333333333333,42484.18333333333,34,67
4901428.0,116.79765,3084709,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_480,560925,False,560881,1298444654.0,664,2,2,11,0.0,42484.23333333333,35,67
4901428.0,116.79765,3084709,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_490_1,4901428,EMPTY,560881,1298444654.0,664,2,2,11,0.05,42484.23333333333,36,67
4901428.0,254.94849,2899336,deviant,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01_HOOFD_490_2,560872,EMPTY,560894,1298445023.0,670,2,2,11,730.3833333333333,123130.38333333332,49,67
4901428.0,254.94849,2899336,deviant,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01_HOOFD_500,560872,42,560894,1298445040.0,670,2,2,11,0.2833333333333333,123130.66666666669,50,67
4901428.0,254.94849,2899336,deviant,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01_HOOFD_510_1,560872,EMPTY,560894,1298445043.0,670,2,2,11,0.05,123130.71666666666,51,67
4901428.0,254.94849,2899336,deviant,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01_HOOFD_520,560872,EMPTY,560894,1298445051.0,670,2,2,11,0.1333333333333333,123130.85,52,67
4901428.0,4073.6711,2967618,deviant,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01_HOOFD_490_2,560925,EMPTY,560894,1298447271.0,707,2,2,11,767.85,88607.85,51,67
4901428.0,4073.6711,2967618,deviant,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01_HOOFD_500,560925,42,560894,1298447281.0,708,2,2,11,0.1666666666666666,88608.01666666666,52,67
4901428.0,4073.6711,2967618,deviant,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01_HOOFD_510_1,560925,EMPTY,560894,1298447285.0,708,2,2,11,0.0666666666666666,88608.08333333333,53,67
4901428.0,4073.6711,2967618,deviant,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01_HOOFD_520,560925,EMPTY,560894,1298447295.0,708,2,2,11,0.1666666666666666,88608.25,54,67
4901428.0,116.79765,3084709,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_490_2,560925,EMPTY,560894,1298458280.0,891,2,2,14,227.1,42711.333333333336,37,67
4901428.0,116.79765,3084709,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_510_1,560925,EMPTY,560894,1298458319.0,891,2,2,14,0.65,42711.98333333333,38,67
4901428.0,116.79765,3084709,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_520,560925,EMPTY,560894,1298458325.0,892,2,2,14,0.1,42712.083333333336,39,67
4901428.0,116.79765,3113605,deviant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,08_AWB45_040,560872,other,560881,1298487600.0,1380,2,2,23,2003.6666666666667,43200.0,22,67
560925.0,116.79765,3143683,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_490_3,560925,EMPTY,560872,1298487600.0,1380,2,2,23,732.2833333333333,24480.0,35,67
560925.0,116.79765,3197502,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_030_2,560925,EMPTY,560925,1298487600.0,1380,2,2,23,23040.0,23040.0,2,67
560925.0,116.79765,3197502,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_015,560925,EMPTY,560925,1298540512.0,821,2,3,13,881.8666666666667,23921.866666666665,3,67
560925.0,116.79765,3197502,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_020,560925,True,560925,1298540519.0,821,2,3,13,0.1166666666666666,23921.983333333334,4,67
560925.0,116.79765,3197502,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_030_1,560925,EMPTY,560925,1298541002.0,830,2,3,13,8.05,23930.033333333333,5,67
560925.0,116.79765,3143683,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_510_2,560925,EMPTY,560872,1298574000.0,1380,2,3,23,1440.0,25920.0,36,68
4901428.0,116.79765,3238727,deviant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_010,560925,EMPTY,560925,1298574000.0,1380,2,3,23,0.0,0.0,1,68
4901428.0,1805.5121,2956643,regular,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,01_HOOFD_065_2,560872,EMPTY,2670601,1298833200.0,1380,2,6,23,0.0,96480.0,11,68
4901428.0,1805.5121,2956643,regular,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,01_HOOFD_190_2,560872,EMPTY,2670601,1298833200.0,1380,2,6,23,8640.0,96480.0,12,68
4901428.0,260.69775,2998842,deviant,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01_HOOFD_100,560925,EMPTY,2670601,1298833200.0,1380,2,6,23,65220.4,70560.0,6,68
4901428.0,2271.826,3027880,deviant,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,08_AWB45_040,560925,other,2670601,1298833200.0,1380,2,6,23,23876.6,60480.0,22,68
560872.0,0.0,3086223,regular,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,01_HOOFD_065_2,560872,EMPTY,560872,1298833200.0,1380,2,6,23,0.0,47520.0,38,68
560872.0,0.0,3086223,regular,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,01_HOOFD_510_2,560872,EMPTY,560872,1298833200.0,1380,2,6,23,8640.0,47520.0,39,68
560894.0,162.51353,3200492,regular,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01_HOOFD_030_2,560890,EMPTY,560890,1298833200.0,1380,2,6,23,0.0,20160.0,2,68
560894.0,162.51353,3200492,regular,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01_HOOFD_065_2,560890,EMPTY,560890,1298833200.0,1380,2,6,23,20160.0,20160.0,3,68
4901428.0,116.79765,3019065,deviant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,08_AWB45_030,560925,True,2670601,1298867703.0,515,2,0,8,16415.05,78335.05,25,68
4901428.0,116.79765,3019065,deviant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,08_AWB45_170,560925,False,2670601,1298867777.0,516,2,0,8,1.2333333333333334,78336.28333333334,26,68
4901428.0,116.79765,3019065,deviant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_130,560925,False,2670601,1298867781.0,516,2,0,8,0.0666666666666666,78336.35,27,68
4901428.0,116.79765,3019065,deviant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_110,560925,EMPTY,2670601,1298867786.0,516,2,0,8,0.0833333333333333,78336.43333333333,28,68
4901428.0,116.79765,3019065,deviant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,06_VD_010,560925,False,2670601,1298867792.0,516,2,0,8,0.1,78336.53333333334,29,68
4901428.0,116.79765,3019065,deviant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,05_EIND_010,560925,False,2670601,1298867794.0,516,2,0,8,0.0333333333333333,78336.56666666667,30,68
4901428.0,116.79765,3019065,deviant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_120,560925,EMPTY,2670601,1298867796.0,516,2,0,8,0.0333333333333333,78336.6,31,68
4901428.0,116.79765,3019065,deviant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_180,560925,True,2670601,1298867799.0,516,2,0,8,0.05,78336.65,32,68
4901428.0,116.79765,3019065,deviant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_190_1,560925,EMPTY,2670601,1298867810.0,516,2,0,8,0.1833333333333333,78336.83333333333,33,68
4901428.0,116.79765,3019065,deviant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_200,560925,True,2670601,1298867816.0,516,2,0,8,0.0,78336.93333333333,34,68
4901428.0,116.79765,3019065,deviant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_205,4901428,EMPTY,2670601,1298867816.0,516,2,0,8,0.1,78336.93333333333,35,68
4901428.0,116.79765,3019065,deviant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_270,560925,False,2670601,1298867818.0,516,2,0,8,0.0333333333333333,78336.96666666666,36,68
4901428.0,116.79765,3019065,deviant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_250,560925,EMPTY,2670601,1298867822.0,517,2,0,8,0.0666666666666666,78337.03333333334,37,68
